FIELD,ID,RA_x,DEC_x,Z_50,id3DHST,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,synth_Av,ir_A_V,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_beta_obs,ir_beta_obs_err,DL,restUjohnson,restVjohnson
GN3,32713,189.22026019,62.30720147799998,0.2674514320109931,32713,0.00400727,0.01928,0.1,0.772,1.0097,1.03958,0,0.320274,0.111452,0.0,0.13494,0.47839,-12.979484,-14.218308,-1,0.2806,-1.0,3,0.2806,7.64,-99.0,-99.0,0.019588,0.16,0.00400727,0.00081005,-0.054728,-0.4144,-0.4144,0.0,1377.8664648200925,,
GN5,32713,189.22026019,62.30720147799998,0.2843360792737598,32713,0.00400727,0.01928,0.1,0.772,1.0097,1.03958,0,0.320274,0.111452,0.0,0.13494,0.47839,-12.979484,-14.218308,-1,0.2806,-1.0,3,0.2806,7.64,-99.0,-99.0,0.019588,0.16,0.00400727,0.00081005,-0.054728,-0.4144,-0.4144,0.0,1478.2025420957852,,
GN3,32823,189.34227195,62.30797762699999,0.1345694112110415,32823,0.0421498,0.04838,0.0,0.233,1.2769,0.94229,0,0.340188,0.103423,0.0,0.1035,0.37682,-15.173134,-16.12951,-1,0.2242,-1.0,3,0.2242,7.38,-99.0,-99.0,0.0070102,0.37,0.0421498,0.00508977,-0.46114,-1.8672,-1.8672,0.0,640.6734759470207,,
GN3,33015,189.28222579,62.31425775499999,0.2025201475004083,33015,0.15187,0.15187,0.2,0.408,5.1774,10.4521,0,0.646698,0.703739,0.6,10.34277,92.01885,-18.420002,-20.433996,0,0.201,0.201,1,0.2064,10.18,0.29925,0.048715,0.25054,0.2,0.166411,0.0256008,0.0619331,-1.5153,-1.5153,0.0,1005.6411274108456,,
GN3,33140,189.33577793,62.310442832,0.2141467750932375,33140,0.331549,0.6348,0.1,0.551,0.4319,0.338338,0,0.427206,0.0702064,0.5,1.27593,3.31639,-16.837438,-17.589825,0,0.2543,0.2543,1,0.2155,8.16,0.16937,0.0092496,0.16012,0.25,0.331549,0.0390754,-0.165181,-1.1426,-1.1426,0.0,1070.6578464589036,,
GN3,33175,189.22739126,62.31041186499998,0.1957128569420319,33175,0.0655986,0.07133,0.0,0.256,0.9418,0.821708,0,0.39363,0.132633,0.0,0.16476,0.52816,-15.561363,-16.416371,-1,0.2236,-1.0,3,0.2236,7.6,0.018798,0.0054695,0.013328,0.36,0.0655986,0.00105596,-0.428124,-1.822,-1.822,0.0,967.9146669407593,,
GN5,33175,189.22739126,62.31041186499998,0.1939922112556881,33175,0.0655986,0.07133,0.0,0.256,0.9418,0.821708,0,0.39363,0.132633,0.0,0.16476,0.52816,-15.561363,-16.416371,-1,0.2236,-1.0,3,0.2236,7.6,0.018798,0.0054695,0.013328,0.36,0.0655986,0.00105596,-0.428124,-1.822,-1.822,0.0,958.4188357302082,,
GN3,33249,189.20772202,62.311096125,0.1824334691266667,33249,0.0776152,0.08495,0.0,0.192,1.3753,0.742879,0,0.152076,0.0278929,0.5,0.70336,1.50404,-15.897715,-16.527162,0,0.22691,-1.0,2,0.2218,7.67,0.069187,0.0019787,0.067208,0.23,0.0776152,0.00713122,-0.133758,-1.9463,-1.9463,0.0,895.0516840355837,,
GN5,33249,189.2077221527124,62.31109623777222,0.2343339459532293,33249,0.0776152,0.08495,0.0,0.192,1.3753,0.742879,0,0.152076,0.0278929,0.5,0.70336,1.50404,-15.897715,-16.527162,0,0.22691,-1.0,2,0.2218,7.67,0.069187,0.0019787,0.067208,0.23,0.0776152,0.00713122,-0.133758,-1.9463,-1.9463,0.0,1185.2610110586654,,
GN3,33397,189.17546982,62.314346623,0.245052751020829,33397,0.676842,0.676842,0.6,0.756,0.8072,0.129569,0,0.933042,0.0718684,0.8,4.36831,20.14806,-18.174565,-19.460854,0,0.19602,-1.0,2,0.2131,9.34,0.33978,0.13154,0.20824,0.25,0.951868,0.0782902,0.295839,-0.4611,-0.4611,0.0,1246.9821739835027,,
GN5,33397,189.1754698206713,62.31434661897602,0.246513474597317,33397,0.676842,0.676842,0.6,0.756,0.8072,0.129569,0,0.933042,0.0718684,0.8,4.36831,20.14806,-18.174565,-19.460854,0,0.19602,-1.0,2,0.2131,9.34,0.33978,0.13154,0.20824,0.25,0.951868,0.0782902,0.295839,-0.4611,-0.4611,0.0,1255.4394705637453,,
GN3,33496,189.21458868,62.313230835,0.1468784090685725,33496,0.0533442,0.05605,0.0,0.179,0.5311,0.14828,0,0.666072,0.0449538,0.2,1.33075,2.26807,-15.130681,-15.82658,0,0.1452,-1.0,3,0.1452,7.51,-99.0,-99.0,0.03012,0.14,0.0533442,0.0024542,-0.0397656,-1.9728,-1.9728,0.0,704.8341882291534,,
GN5,33496,189.21458868,62.313230835,0.1597345398985294,33496,0.0533442,0.05605,0.0,0.179,0.5311,0.14828,0,0.666072,0.0449538,0.2,1.33075,2.26807,-15.130681,-15.82658,0,0.1452,-1.0,3,0.1452,7.51,-99.0,-99.0,0.03012,0.14,0.0533442,0.0024542,-0.0397656,-1.9728,-1.9728,0.0,772.7838225517355,,
GN3,33511,189.23454989,62.31476841,0.2564012777548507,33511,0.220988,0.220988,0.1,0.571,0.7823,0.56404,0,0.565086,0.132302,1.2,1.43508,5.87106,-16.948597,-18.110253,0,0.2535,0.2535,1,0.2167,8.63,0.19901,0.059198,0.13981,0.25,0.31,0.0372484,0.0829208,-1.079,-1.079,0.0,1312.9763473443024,,
GN5,33511,189.23454989,62.31476841,0.2604143695776905,33511,0.220988,0.220988,0.1,0.571,0.7823,0.56404,0,0.565086,0.132302,1.2,1.43508,5.87106,-16.948597,-18.110253,0,0.2535,0.2535,1,0.2167,8.63,0.19901,0.059198,0.13981,0.25,0.31,0.0372484,0.0829208,-1.079,-1.079,0.0,1336.4709719156594,,
GN3,33609,189.28693881,62.313735945,0.1659239511995123,33609,0.000482994,0.001254,0.0,0.646,1.3486,0.569568,0,0.648756,0.149274,0.0,0.30565,0.84469,-10.40039,-11.69872,0,0.16883,-1.0,2,0.1847,7.5,-99.0,-99.0,0.0090381,0.04,0.000482994,1.11076e-05,-0.00241664,-0.8288,-0.8288,0.0,805.834618423255,,
GN3,33722,189.17104279,62.31535816900001,0.2209716855883549,33722,0.110892,0.1311,0.7,0.336,1.7079,0.0116073,0,0.336588,0.00122156,0.0,0.41988,1.40308,-16.095944,-17.028941,0,0.28531,-1.0,2,0.2569,8.3,-99.0,-99.0,0.057128,0.3,0.110892,0.00456779,-0.26417,-1.6676,-1.6676,0.0,1109.1612342120131,,
GN3,33739,189.31935597,62.31458624499999,0.1635908860556408,33739,0.140863,0.221,0.0,0.479,0.9684,0.114115,0,0.183246,0.00562262,0.5,0.48276,1.12061,-15.792991,-16.42384,0,0.2544,0.2544,1,0.2256,7.62,0.094256,0.027252,0.067004,0.25,0.140863,0.0178559,-0.165181,-1.347,-1.347,0.0,793.3507148924677,,
GN3,34077,189.21093005,62.317701301,0.2481206951851821,34077,0.270007,1.096,0.0,0.735,1.2042,0.185669,0,0.436422,0.0304006,0.1,0.97364,2.93547,-16.531367,-17.43304,0,0.24795,-1.0,2,0.2454,8.33,0.10302,0.01229,0.090729,0.25,0.270007,0.0387612,-0.165181,-0.5276,-0.5276,0.0,1264.7576735562354,,
GN5,34077,189.21093005,62.317701301,0.1730781305712598,34077,0.270007,1.096,0.0,0.735,1.2042,0.185669,0,0.436422,0.0304006,0.1,0.97364,2.93547,-16.531367,-17.43304,0,0.24795,-1.0,2,0.2454,8.33,0.10302,0.01229,0.090729,0.25,0.270007,0.0387612,-0.165181,-0.5276,-0.5276,0.0,844.3076517554487,,
GN3,34157,189.20682581,62.321196204,0.2451193635943251,34157,0.78256,0.78256,0.0,0.321,1.7008,0.369811,0,1.08867,0.140162,0.1,3.88474,11.78587,-18.259385,-19.108387,0,0.29434,-1.0,2,0.2767,9.23,0.5685,0.067606,0.5009,0.28,1.05443,0.0863438,0.158936,-1.6969,-1.6969,0.0,1247.3676076150064,,
GN5,34157,189.20682581,62.321196204,0.2819706873037258,34157,0.78256,0.78256,0.0,0.321,1.7008,0.369811,0,1.08867,0.140162,0.1,3.88474,11.78587,-18.259385,-19.108387,0,0.29434,-1.0,2,0.2767,9.23,0.5685,0.067606,0.5009,0.28,1.05443,0.0863438,0.158936,-1.6969,-1.6969,0.0,1464.0610042980027,,
GN3,34312,189.19187186,62.31952767999999,0.2930949096876571,34312,0.11653,0.1149,0.0,0.144,6.8991,6.80444,0,0.370332,0.304523,0.6,0.47073,1.06761,-16.180274,-16.775275,0,0.28082,-1.0,2,0.266,7.68,0.1084,0.02465,0.083745,0.3,0.11653,0.000284644,-0.26417,-2.0451,-2.0451,0.0,1530.80697105023,,
GN5,34312,189.1918718583721,62.3195276721834,0.2996299735017465,34312,0.11653,0.1149,0.0,0.144,6.8991,6.80444,0,0.370332,0.304523,0.6,0.47073,1.06761,-16.180274,-16.775275,0,0.28082,-1.0,2,0.266,7.68,0.1084,0.02465,0.083745,0.3,0.11653,0.000284644,-0.26417,-2.0451,-2.0451,0.0,1570.2997869676522,,
GN3,34353,189.25243988,62.319469881,0.07761801164442078,34353,0.0370853,0.1877,0.0,0.803,1.2372,0.524777,0,0.387312,0.0678479,0.2,0.26143,0.60451,-14.040843,-14.922706,-1,0.1321,-1.0,3,0.1321,7.15,0.012451,0.0058075,0.0066438,0.19,0.0370853,0.00449071,-0.0831503,-0.325,-0.325,0.0,355.5966785139958,,
GN5,34353,189.25243988,62.319469881,0.07340480047117245,34353,0.0370853,0.1877,0.0,0.803,1.2372,0.524777,0,0.387312,0.0678479,0.2,0.26143,0.60451,-14.040843,-14.922706,-1,0.1321,-1.0,3,0.1321,7.15,0.012451,0.0058075,0.0066438,0.19,0.0370853,0.00449071,-0.0831503,-0.325,-0.325,0.0,335.29793527030324,,
GN3,34368,189.33852596,62.32096804899998,0.2284243630292977,34368,0.436351,0.436351,0.0,0.195,2.5304,3.21991,0,0.348786,0.236504,0.7,3.67107,8.59712,-17.666023,-18.375686,0,0.2312,0.2312,1,0.2328,8.47,0.42498,0.11777,0.30721,0.23,0.458027,0.0114036,0.108598,-1.94,-1.94,0.0,1151.4890474996364,,
GN3,34456,189.33981288,62.324291407,0.2243199370050017,34456,1.6574,1.6574,2.1,1.351,1.9239,0.516698,0,1.1246,0.175864,2.3,6.17522,46.80933,-18.004112,-19.807896,0,0.211,0.211,1,0.3082,10.01,1.4614,1.3355,0.12584,0.21,2.03749,0.194468,1.29452,0.2181,0.5392,0.0,1128.1413962250524,,
GN3,34903,189.22579457,62.323885732,0.164251245088491,34903,0.0389774,0.04905,0.2,0.343,0.6275,0.327278,0,0.244656,0.0266921,0.0,0.17117,0.56361,-15.019243,-15.906856,-1,0.1789,-1.0,3,0.1789,7.43,-99.0,-99.0,0.0080695,0.28,0.0389774,0.00481948,-0.220867,-1.654,-1.654,0.0,796.8810675876465,,
GN5,34903,189.22579457,62.323885732,0.1614438605838996,34903,0.0389774,0.04905,0.2,0.343,0.6275,0.327278,0,0.244656,0.0266921,0.0,0.17117,0.56361,-15.019243,-15.906856,-1,0.1789,-1.0,3,0.1789,7.43,-99.0,-99.0,0.0080695,0.28,0.0389774,0.00481948,-0.220867,-1.654,-1.654,0.0,781.889618310589,,
GN3,35017,189.25201456,62.325148151,0.2286542678088557,35017,0.0539843,0.06733,0.0,0.338,0.9794,0.0386101,0,0.149778,0.00153131,0.5,0.494,1.18601,-15.445766,-16.191573,0,0.2244,0.2244,1,0.2456,7.6,0.066599,0.021342,0.045256,0.22,0.0539843,0.0063211,-0.119634,-1.663,-1.663,0.0,1152.7994698033988,,
GN3,35455,189.33207441,62.32866916999999,0.2059586465931771,35455,0.301975,0.7115,0.0,0.604,0.9241,0.521552,0,0.217248,0.0349809,0.1,1.0105,1.82397,-16.513325,-16.889318,0,0.2469,0.2469,1,0.2474,7.69,0.16259,0.031729,0.13086,0.25,0.301975,0.0407923,-0.165181,-0.9712,-0.9712,0.0,1024.7933559306402,,
GN3,35536,189.31465882,62.330221497,0.1089281340240069,35536,0.0734123,0.1357,0.0,0.548,3.121,2.60711,0,1.96949,1.27115,0.1,0.9045,1.95384,-14.91623,-15.917236,0,0.1578,0.1578,1,0.0735,7.56,0.025213,0.00064343,0.02457,0.16,0.0734123,0.00589591,-0.054728,-1.1523,-1.1523,0.0,509.89098357763925,,
GN3,36417,189.26477312,62.33952067199998,0.259480320610313,36417,0.278683,0.3246,0.2,0.286,1.0314,0.905338,0,0.906312,0.395767,0.1,0.77492,1.91627,-16.718245,-17.429044,0,0.30083,-1.0,2,0.3024,8.3,-99.0,-99.0,0.13302,0.3,0.278683,0.0236134,-0.26417,-1.7659,-1.7659,0.0,1330.9952762718103,,
GN3,37098,189.24934343,62.347279789,0.2078731262942473,37098,0.552297,4.87,0.1,1.009,0.8998,0.0227444,0,0.73599,0.00739454,0.4,0.44819,1.07424,-15.684946,-16.431899,0,0.24048,-1.0,2,0.214,7.55,-99.0,-99.0,0.041878,0.43,0.552297,0.0991598,-0.69817,0.181,0.3863,0.0,1035.4846363055115,,
GN4,16797,189.27242902,62.22464058399999,0.2587496779048298,16797,0.0152009,0.03254,0.1,0.574,1.2551,2.80685,0,0.675282,0.803082,0.2,0.36457,1.13727,-13.443202,-14.777993,0,0.26807,-1.0,2,0.2558,8.02,-99.0,-99.0,0.034295,0.13,0.0152009,0.00247208,-0.0333741,-1.0685,-1.0685,0.0,1326.7151026301274,,
GN4,17937,189.3500407756872,62.23074661879274,0.07046924587095107,17937,0.017804,0.02714,0.1,0.475,0.6444,0.0449095,0,0.257574,0.0043779,0.0,0.24948,0.45182,-13.615252,-14.196693,-1,0.1015,-1.0,3,0.1015,6.56,0.008445,0.0043955,0.0040495,0.16,0.017804,0.00167976,-0.054728,-1.3553,-1.3553,0.0,321.22071709324234,,
GN4,19333,189.29890873,62.23718956799999,0.1845632370480451,19333,0.0909381,0.1483,0.1,0.504,0.818,0.280641,0,0.310338,0.033123,0.7,0.13354,0.30861,-15.290366,-16.01042,-1,0.1813,-1.0,3,0.1813,6.87,-99.0,-99.0,0.0056561,0.38,0.0909381,0.00799806,-0.495991,-1.2786,-1.2786,0.0,906.6719126543798,,
GN4,20016,189.3234718517331,62.24049618322338,0.219260904325483,20016,0.00214274,0.002897,0.2,0.379,1.2097,0.125464,0,0.229272,0.00751122,0.1,0.12784,0.34931,-12.232769,-13.321766,-1,0.2539,-1.0,3,0.2539,7.44,-99.0,-99.0,0.013153,0.12,0.00214274,0.000361083,-0.0276628,-1.5782,-1.5782,0.0,1099.4863593684797,,
GN4,20320,189.25127265,62.24228329600001,0.1080229083175951,20320,0.58581,1.231,0.0,0.573,1.0971,0.758179,0,0.04347,0.0105602,0.0,0.4486,0.69525,-17.172864,-17.149811,-1,0.1025,0.4843,3,0.1025,7.46,-99.0,-99.0,0.009295,0.48,0.58581,0.0829842,-0.943538,-1.0728,-1.0728,0.0,505.3458903785166,,
GN4,20421,189.28208931,62.24241557599999,0.1414777982918077,20421,0.0017088,0.02627,0.0,1.26,1.4166,1.00979,0,0.235962,0.0604764,0.1,0.12885,0.46791,-12.146065,-13.539043,-1,0.1519,-1.0,3,0.1519,7.24,-99.0,-99.0,0.00231,0.12,0.0017088,0.000237423,-0.0276628,0.7584,1.8252,0.0,676.5746748039812,,
GN4,21837,189.27908407,62.24897873299999,0.2858887395563295,21837,39.8926,475.6,1.1,1.213,0.8257,0.0134722,0,0.542616,0.00283614,0.2,0.33253,1.5397,-21.168234,-21.430792,0,0.29758,-1.0,2,0.2939,8.42,0.072783,0.018276,0.054507,1.71,39.8926,1.21714,-20.9378,0.6376,0.6376,0.0772,1487.5001522120704,,
GN4,22761,189.30000065,62.25340543199998,0.2989009128003644,22761,0.709117,1.671,0.1,0.604,0.6934,0.485387,0,0.792024,0.169945,0.1,1.4743,2.96283,-17.413585,-17.905412,0,0.30278,-1.0,2,0.2759,8.19,0.38254,0.012103,0.37044,0.3,0.709117,0.0957912,-0.26417,-0.9712,-0.9712,0.0,1565.883638548737,,
GN4,23054,189.28490569,62.25501363699998,0.283046010372837,23054,0.131533,0.2426,0.1,0.545,8.0,0.112575,2,9.44444,0.103137,0.0,0.19543,0.53954,-15.858985,-16.59242,-1,0.235,-1.0,3,0.235,7.53,0.030036,0.01051,0.019526,0.38,0.131533,0.012042,-0.495991,-1.1609,-1.1609,0.0,1470.4864171578079,,
GN4,23274,189.3659305115426,62.25639609777537,0.2349993711851456,23274,0.0921947,0.1172,0.0,0.367,0.754,0.178722,0,0.241674,0.0146821,0.4,0.14156,0.29332,-15.364265,-15.985396,-1,0.2568,-1.0,3,0.2568,7.07,0.061273,0.044338,0.016935,0.39,0.0921947,0.00897605,-0.53272,-1.6048,-1.6048,0.0,1189.0752428990515,,
GN4,23661,189.3553591382202,62.25779671201246,0.1520806744743869,23661,0.0156316,0.01712,0.0,0.206,1.1479,1.00084,0,0.278862,0.0820893,0.0,0.18662,0.54325,-14.147349,-15.076172,-1,0.1651,-1.0,3,0.1651,7.34,-99.0,-99.0,0.0072182,0.21,0.0156316,0.00121148,-0.106516,-1.9186,-1.9186,0.0,732.2156235641296,,
GN4,24611,189.3590578192805,62.26414012808544,0.2623648743074986,24611,0.757398,1.119,0.0,0.449,2.5339,0.374281,0,1.32708,0.122551,0.2,2.28516,6.66924,-17.571467,-18.432024,0,0.2662,0.2662,1,0.2943,8.91,0.21534,0.0075288,0.20781,0.27,0.757398,0.0985332,-0.201113,-1.4197,-1.4197,0.0,1347.919727076752,,
GN4,24641,189.3232745008023,62.26296473866948,0.2174291706742333,24641,0.0884277,0.1845,0.1,0.57,1.4091,2.23068,0,0.344256,0.246169,0.3,0.36498,0.88004,-15.309505,-16.059005,0,0.26681,-1.0,2,0.2612,7.65,0.074458,0.02961,0.044847,0.24,0.0884277,0.013257,-0.148928,-1.0839,-1.0839,0.0,1089.1447567972587,,
GN4,25348,189.351059857014,62.26606980719691,0.01620564846348901,25348,0.0353848,0.04219,0.0,0.302,1.2452,1.23018,0,0.483786,0.218139,0.4,0.95669,1.7625,-14.411753,-15.168284,0,0.1293,0.1293,1,0.142,7.16,-99.0,-99.0,0.021673,0.13,0.0353848,0.0035321,-0.0333741,-1.7346,-1.7346,0.0,70.97230160061895,,
GN4,26203,189.3004085044165,62.27035855910831,0.197366774133071,26203,0.00936086,0.01265,0.1,0.379,0.9681,0.16281,0,0.346542,0.0212358,0.1,0.20667,0.61421,-13.806694,-14.922025,-1,0.2195,-1.0,3,0.2195,7.76,-99.0,-99.0,0.015334,0.18,0.00936086,0.00157744,-0.0728296,-1.5782,-1.5782,0.0,977.0575235452644,,
GN4,27071,189.30918824,62.274796768,0.1190811406518984,27071,20.2341,35.91,0.8,0.571,1.2643,0.248272,1,0.613866,0.0629355,0.0,0.40224,1.07094,-21.22952,-20.732527,0,0.12356,-1.0,2,0.1193,7.32,0.016705,0.0090518,0.0076532,2.35,20.2341,3.22269,-42.1616,-1.1798,-1.132,0.1411,561.2069670880825,,
GN4,32018,189.28464262,62.30251591,0.1931395394617797,32018,16.671,13.57,0.6,0.445,1.7738,0.587056,0,0.09198,0.0108504,0.6,0.16755,0.38872,-20.945027,-21.169625,-1,0.1702,-1.0,3,0.1702,7.09,0.011067,0.0064812,0.0045862,3.11,16.671,0.261376,-214.694,-1.7873,-2.087,0.1403,953.7191629946228,,
GN5,27353,189.150612163404,62.27622940539478,0.03973659374423888,27353,0.00147378,0.003035,0.0,0.548,0.9514,0.473231,0,0.178752,0.0211898,0.2,0.18773,0.41151,-11.290719,-12.279596,-1,0.1007,-1.0,3,0.1007,6.68,-99.0,-99.0,0.0021441,0.08,0.00147378,0.000364738,-0.0109444,-1.1503,-1.1503,0.0,177.1400414450901,,
GN5,27888,189.150618550126,62.28242109736159,0.228266405991527,27888,4.51843,4.51843,0.6,0.867,1.2684,0.475571,0,1.06104,0.224496,0.3,3.97514,13.94286,-19.885069,-20.781834,0,0.29693,-1.0,2,0.3788,9.75,1.0382,0.55565,0.48252,0.49,7.82213,1.02386,2.01586,-0.4753,-2.1466,0.182,1150.588877837965,,
GN5,29999,189.161247420001,62.29060521700278,0.2008202136386656,29999,0.000903032,0.001064,0.0,0.266,0.6608,0.193778,0,0.214044,0.0151957,0.6,0.19412,0.4257,-11.388936,-12.281154,-1,0.2114,-1.0,3,0.2114,7.12,-99.0,-99.0,0.012308,0.07,0.000903032,0.000112146,-0.00812888,-1.8035,-1.8035,0.0,996.1963147812756,,
GN5,30413,189.1439077601632,62.29326483598514,0.2837358934650138,30413,0.214415,0.4312,0.2,0.556,1.1852,0.290766,0,0.355938,0.0386507,0.0,0.40707,1.13623,-16.340275,-17.119454,0,0.27507,-1.0,2,0.2794,8.08,-99.0,-99.0,0.059781,0.33,0.214415,0.0359163,-0.339298,-1.1269,-1.1269,0.0,1474.6117054946408,,
GN5,31249,189.1584989038215,62.29804997635916,0.1681055698746447,31249,0.00561451,0.01346,0.1,0.608,2.2967,0.219319,0,0.537516,0.0290924,0.2,0.24515,0.53097,-11.969896,-13.209704,-1,0.1819,-1.0,3,0.1819,7.12,-99.0,-99.0,0.007282,0.09,0.00561451,0.000773911,-0.0142719,-0.9581,-0.9581,0.0,817.5360716641422,,
GN5,32625,189.22503381,62.30658792700001,0.2945323608907899,32625,0.124617,0.2299,0.2,0.545,1.0208,0.233541,0,0.477234,0.0444719,0.1,0.31318,0.81409,-15.763119,-16.505743,0,0.30735,-1.0,2,0.3093,7.92,-99.0,-99.0,0.053691,0.3,0.124617,0.0114088,-0.26417,-1.1609,-1.1609,0.0,1539.4759829870438,,
GN5,34279,189.13364101,62.31864099600002,0.1197045196178273,34279,0.00129095,0.001519,0.0,0.275,1.1199,0.585957,0,0.457434,0.099587,0.2,-99.0,0.71695,-11.807216,-12.815841,-1,0.1104,-1.0,3,0.1104,7.0,-99.0,-99.0,0.0037157,0.06,0.00129095,0.000145588,-0.00579115,-1.7874,-1.7874,0.0,564.3778400715076,,
GN5,34995,189.18984578,62.32757881399999,0.2777142800043977,34995,3.27391,3.27391,0.6,1.484,6.6605,0.660621,0,0.6165,0.033906,0.5,2.69808,23.24098,-17.940104,-19.784115,0,0.21167,-1.0,2,0.2427,9.64,0.23455,0.17075,0.063807,0.28,0.726384,0.0549745,3.16668,0.396,5.4234,0.0,1438.6837367936027,,
GN5,35285,189.15162582,62.32922751000001,0.01070686331496804,35285,0.425776,0.4946,0.1,0.264,1.6309,0.311048,0,1.16968,0.134698,0.1,-99.0,-99.0,-16.851849,-17.823529,-1,0.1103,-1.0,3,0.1103,8.23,0.05178,0.00082029,0.05096,0.19,0.425776,0.044903,-0.0831503,-1.8074,-1.8074,0.0,46.69242171340568,,
GN7,10309,189.13112066,62.193605793,0.261622349460825,10309,0.121899,0.4948,0.0,0.735,1.1573,0.0762201,0,0.534276,0.0151222,0.8,0.43906,1.39292,-15.656016,-16.572719,0,0.2533,0.2533,1,0.2656,7.84,-99.0,-99.0,0.046959,0.25,0.121899,0.0174993,-0.165181,-0.5276,-0.5276,0.0,1343.559102806469,,
GN7,15489,189.06521638,62.21813351299998,0.1699678372820016,15489,0.0492671,0.05178,0.0,0.184,2.1767,1.89566,0,0.342558,0.181548,0.4,0.61499,1.25772,-14.881696,-15.567865,0,0.1689,0.1689,1,0.1527,7.32,0.042819,0.012659,0.03016,0.17,0.0492671,0.00199042,-0.0633679,-1.9619,-1.9619,0.0,827.5459288048718,,
GN7,15812,189.11343522,62.21992790299997,0.1369374090212535,15812,0.0194487,0.02505,0.0,0.345,8.0,0.858185,2,0.284658,0.0245738,0.7,0.28827,0.7898,-14.173685,-15.142886,0,0.26744,-1.0,2,0.1832,7.67,0.057646,0.021207,0.036439,0.18,0.0194487,0.0030439,-0.0728296,-1.6503,-1.6503,0.0,652.9479097246075,,
GN7,15908,189.14276992,62.220615819,0.01744335283430463,15908,0.067838,0.06715,0.0,0.0,4.7603,0.256906,1,1.10655,0.0425268,0.0,0.1272,0.33513,-16.029219,-16.665231,-1,0.2472,-1.0,3,0.2472,7.42,0.040244,0.025565,0.014679,0.48,0.067838,0.000970215,-0.943538,-2.2428,-5.4609,0.8025,76.46526645363583,,
GN7,15930,189.09044473,62.220474693,0.2365629944780824,15930,0.141674,0.1768,0.0,0.313,1.0267,0.179617,0,0.688254,0.0531946,0.1,0.70591,2.26876,-16.343982,-17.271641,0,0.2665,0.2665,1,0.2573,8.46,0.13652,0.054341,0.082177,0.27,0.141674,0.0219148,-0.201113,-1.7124,-1.7124,0.0,1198.047076179232,,
GN7,16039,189.15472309,62.22108721700002,0.152960431443173,16039,0.00474679,0.005584,0.1,0.275,0.8437,0.216132,0,0.589758,0.0587449,0.2,0.16974,0.47152,-12.856109,-14.056145,-1,0.1569,-1.0,3,0.1569,7.06,-99.0,-99.0,0.0036134,0.14,0.00474679,0.000535323,-0.0397656,-1.7874,-1.7874,0.0,736.8615413782362,,
GN7,17957,189.08208285,62.23145203000001,0.01412335248387234,17957,0.566386,0.566386,0.7,1.274,4.0053,2.51485,0,0.613974,0.21127,0.9,2.84439,23.51737,-18.105929,-19.882424,0,0.2862,0.2862,1,0.286,10.04,0.41782,0.22317,0.19466,0.29,0.0909377,0.103225,0.523753,6.3568,6.3568,0.0,61.754108278399194,,
GN7,18125,189.05484716,62.231725389,0.0658235258999004,18125,0.0419748,0.04929,0.0,0.303,0.6062,0.00792854,0,0.262302,0.00079429,0.0,0.30467,0.59929,-14.698793,-15.322812,-1,0.1214,-1.0,3,0.1214,6.92,0.0078571,0.00072041,0.0071367,0.21,0.0419748,0.00319683,-0.106516,-1.7334,-1.7334,0.0,299.05365984042567,,
GN7,18448,189.05310526,62.23233871299999,0.2176685741174645,18448,0.459125,0.459125,0.4,0.574,1.4888,0.0770843,0,0.29889,0.00709257,0.2,0.89465,3.70966,-16.800938,-17.90763,0,0.2866,-1.0,2,0.2751,8.92,0.34089,0.23209,0.10881,0.29,0.302241,0.0363954,0.3247,-1.071,-1.071,0.0,1090.495363979697,,
GN7,18721,189.05829032,62.237613701,0.2078531636969491,18721,1.86256,1.86256,1.4,0.899,2.1829,0.270151,0,1.15498,0.0841636,2.1,8.66793,35.36027,-18.315709,-19.538154,0,0.22446,-1.0,2,0.2396,9.58,1.4066,1.0466,0.36005,0.21,1.97973,0.382613,1.22485,-0.4191,-0.2073,0.0,1035.373054371645,,
GN7,19237,189.1142449,62.236526478,0.09661693625224288,19237,0.0108886,0.01506,0.1,0.409,1.1094,0.407555,0,0.579384,0.0929263,0.8,0.609,1.43528,-13.518519,-14.546248,0,0.1055,0.1055,1,0.0708,7.08,-99.0,-99.0,0.0075531,0.11,0.0108886,0.00150867,-0.0225978,-1.514,-1.514,0.0,448.50364328109526,,
GN7,19340,189.07259835,62.237899494,0.1563618926365861,19340,0.673822,0.673822,0.0,0.391,1.6023,1.25291,0,0.44805,0.171908,0.5,10.44437,26.18921,-17.743132,-18.624528,0,0.156,0.156,1,0.1773,8.98,0.46413,0.1211,0.34303,0.16,0.649957,0.063924,0.326494,-1.5525,-1.5525,0.0,754.866205897633,,
