FIELD,ID,RA_x,DEC_x,Z_50,id3DHST,ir_SFR-ladder_total,ir_SFR-ladder_total_Av,synth_Av,ir_A_V,gf_n_j,gf_dn_j,gf_f_j,gf_re_j,gf_dre_j,td_Av,ACS_F435W_FLUX,ACS_F775W_FLUX,restalt_restUjohnson,restalt_restVjohnson,td_flag1,td_z_best,td_z_spec,td_z_best_s,td_z_peak_phot,td_lmass,td_sfr,td_sfr_IR,td_sfr_UV,ir_z_ir,ir_SFR-UV_corr,ir_SFR-UV_corr_Error,ir_SFR-IR,ir_UV_beta,ir_beta_obs,ir_beta_obs_err,DL,restUjohnson,restVjohnson
GN7,19817,189.05657735,62.239191758,0.2546520632183181,19817,0.00519767,0.006099,0.2,0.313,0.9217,0.0974249,0,0.669288,0.0259695,0.1,0.24856,0.94368,-13.40254,-14.678735,0,0.26428,-1.0,2,0.1708,7.94,0.044547,0.0038579,0.040689,0.14,0.00519767,0.000318572,-0.0397656,-1.7126,-1.7126,0.0,1302.7612523937028,,
GN7,20032,189.09568997,62.24197241499998,0.02034613853559288,20032,0.291736,2.139,0.0,0.922,0.6734,0.175741,0,1.3849,0.168925,0.6,2.7912,10.0849,-16.821192,-18.0206,0,0.1906,0.1906,1,0.1862,8.91,0.11484,0.011461,0.10338,0.19,0.291736,0.0550833,-0.0831503,-0.0158,0.3014,0.0,89.38796620048001,,
GN7,20355,189.11756013,62.24247484499999,0.02477907984525787,20355,0.391513,0.391513,0.6,0.696,1.0076,0.119569,0,0.553452,0.0265497,0.8,2.72258,11.32245,-17.520217,-18.733179,0,0.2428,0.2428,1,0.2492,9.21,0.40717,0.18612,0.22105,0.24,0.502553,0.023051,0.190052,-0.6542,-0.6542,0.0,109.23072074244587,,
GN7,21286,189.04035597,62.24665460099999,0.0899428951651095,21286,0.0648076,15.45,0.0,1.274,7.3824,2.83951,2,0.018,0.00301035,0.0,0.12901,0.94148,-12.720714,-15.150706,0,0.28724,-1.0,2,0.2764,8.59,0.040814,0.030293,0.010521,0.42,0.0648076,0.0388681,-0.654112,2.6204,2.6204,0.0,415.6123506189632,,
GN7,22913,189.10082634,62.25403464199998,0.2155891809640009,22913,0.0876307,0.1349,0.1,0.468,1.1587,0.0547821,0,0.219564,0.0034517,1.0,0.80212,2.38801,-15.915087,-16.849569,0,0.221,0.221,1,0.1715,7.93,0.088873,0.019002,0.069871,0.22,0.0876307,0.0117675,-0.119634,-1.3735,-1.3735,0.0,1078.7745782414381,,
GN7,23463,189.11501514,62.256684609,0.2223998790853149,23463,0.102475,0.1897,0.0,0.531,0.8464,0.972699,0,0.403242,0.145353,0.2,0.6984,1.91259,-15.556964,-16.488759,0,0.2071,0.2071,1,0.1906,8.03,-99.0,-99.0,0.03863,0.21,0.102475,0.017115,-0.106516,-1.2036,-1.2036,0.0,1117.2499278263224,,
GS2,40457,53.160331574,-27.720494582,0.1415580445006513,40457,0.00420831,0.8221,,1.274,2.1934,0.0391882,1,0.907416,0.00953103,0.1,1.82167,6.98314,,,0,0.14168,-1.0,2,0.1418,8.4,0.036491,0.0021784,0.034313,0.06,0.00420831,0.00219303,-0.00579115,2.5011,2.5011,0.0,676.9933334733852,-18.628469,-19.709207
GS3,40457,53.160331574,-27.720494582,0.1381881134665205,40457,0.00420831,0.8221,,1.274,2.1934,0.0391882,1,0.907416,0.00953103,0.1,1.82167,6.98314,,,0,0.14168,-1.0,2,0.1418,8.4,0.036491,0.0021784,0.034313,0.06,0.00420831,0.00219303,-0.00579115,2.5011,2.5011,0.0,659.4441570772848,-18.628469,-19.709207
GS2,41417,53.13383145500002,-27.71657678599999,0.1622082314492991,41417,0.419433,0.6458,,0.468,0.9198,0.0128181,0,0.961674,0.00645039,0.1,4.87928,13.3277,,,0,0.20925,-1.0,2,0.208,8.83,0.32713,0.037357,0.28978,0.21,0.419433,0.0563235,-0.106516,-1.3735,-1.3735,0.0,785.9669201097762,-17.743674,-18.649535
GS3,41417,53.13383145500002,-27.71657678599999,0.162311120602626,41417,0.419433,0.6458,,0.468,0.9198,0.0128181,0,0.961674,0.00645039,0.1,4.87928,13.3277,,,0,0.20925,-1.0,2,0.208,8.83,0.32713,0.037357,0.28978,0.21,0.419433,0.0563235,-0.106516,-1.3735,-1.3735,0.0,786.5160047842365,-17.743674,-18.649535
GS5,41417,53.133831455,-27.716576786,0.2332666767094389,41417,0.419433,0.6458,,0.468,0.9198,0.0128181,0,0.961674,0.00645039,0.1,4.87928,13.3277,,,0,0.20925,-1.0,2,0.208,8.83,0.32713,0.037357,0.28978,0.21,0.419433,0.0563235,-0.106516,-1.3735,-1.3735,0.0,1179.1482408119014,-17.743674,-18.649535
GS2,42593,53.155797828,-27.71195152799999,0.242599890108785,42593,0.130418,0.2694,,0.562,1.6648,0.0441981,0,0.222708,0.00252128,0.1,0.696288,2.56394,,,0,0.25358,-1.0,2,0.2446,8.42,0.07765,0.0056813,0.071969,0.24,0.130418,0.0230464,-0.148928,-1.108,-1.108,0.0,1232.805415152546,-16.03573,-17.124577
GS3,42593,53.155797828,-27.71195152799999,0.2447388634159697,42593,0.130418,0.2694,,0.562,1.6648,0.0441981,0,0.222708,0.00252128,0.1,0.696288,2.56394,,,0,0.25358,-1.0,2,0.2446,8.42,0.07765,0.0056813,0.071969,0.24,0.130418,0.0230464,-0.148928,-1.108,-1.108,0.0,1245.1662663566408,-16.03573,-17.124577
GS2,42937,53.110508708,-27.71023274299998,0.01758642722006354,42937,0.00627784,0.00615,,0.11,1.0056,0.174181,1,0.48213,0.0337802,0.1,0.562841,0.783201,,,-1,0.0754,-1.0,3,0.0754,6.41,0.0073105,0.0027576,0.0045529,0.1,0.00627784,0.000271333,-0.0181454,-2.123,-2.123,0.0,77.10089345881099,-13.166974,-13.954686
GS5,42937,53.110508708,-27.710232743,0.1159884694920862,42937,0.00627784,0.00615,,0.11,1.0056,0.174181,1,0.48213,0.0337802,0.1,0.562841,0.783201,,,-1,0.0754,-1.0,3,0.0754,6.41,0.0073105,0.0027576,0.0045529,0.1,0.00627784,0.000271333,-0.0181454,-2.123,-2.123,0.0,545.5102005257324,-13.166974,-13.954686
GS2,43071,53.12258931200001,-27.707907687,0.1619591048976966,43071,0.0190533,30.31,,1.274,1.545,0.0175966,0,0.746076,0.00468814,0.2,2.46201,12.1305,,,0,0.15142,-1.0,2,0.1537,8.78,0.049512,0.017184,0.032328,0.13,0.0190533,0.0200607,-0.0333741,3.8907,7.9602,0.0,784.6376654546725,-15.546635,-17.260059
GS5,43071,53.122589312,-27.707907687,0.1608178570662489,43071,0.0190533,30.31,,1.274,1.545,0.0175966,0,0.746076,0.00468814,0.2,2.46201,12.1305,,,0,0.15142,-1.0,2,0.1537,8.78,0.049512,0.017184,0.032328,0.13,0.0190533,0.0200607,-0.0333741,3.8907,7.9602,0.0,778.5528742403418,-15.546635,-17.260059
GS2,43401,53.13990311099999,-27.704768926,0.008976263294281247,43401,0.526928,21130.0,,1.274,0.3094,0.00163841,0,0.040548,7.18218e-05,0.2,0.880095,33.3866,,,0,-1.0,-1.0,0,0.5963,11.25,-99.0,-99.0,-99.0,0.55,0.526928,0.609296,-1.3435,6.2783,6.2783,0.0,39.09291975947652,-19.754843,-22.218441
GS2,43700,53.10537972,-27.70672337299999,0.06148726825672893,43700,0.000853852,1.106,,1.274,2.0218,0.0672416,0,0.022176,0.000268546,0.1,0.535299,3.65375,,,-1,-1.0,-1.0,0,0.0829,8.32,-99.0,-99.0,-99.0,0.1,0.000853852,0.000675524,-0.0181454,3.8209,3.8209,0.0,278.48661373447595,-12.479321,-15.000048
GS5,43700,53.10537972,-27.706723373,0.06831964053603964,43700,0.000853852,1.106,,1.274,2.0218,0.0672416,0,0.022176,0.000268546,0.1,0.535299,3.65375,,,-1,-1.0,-1.0,0,0.0829,8.32,-99.0,-99.0,-99.0,0.1,0.000853852,0.000675524,-0.0181454,3.8209,3.8209,0.0,310.94691322117905,-12.479321,-15.000048
GS2,44166,53.146997803,-27.70365275700001,0.07900743084145662,44166,0.00342209,248.7,,1.274,0.5739,0.0464554,2,0.018,0.000497106,0.0,0.080612,0.678239,,,0,-1.0,-1.0,0,0.0844,7.54,-99.0,-99.0,-99.0,0.25,0.00342209,0.00392941,-0.165181,6.7263,6.7263,0.0,362.315113269071,-13.552334,-15.608992
GS2,44228,53.131803879,-27.702214639,0.02549077601387494,44228,0.0107227,0.6232,,1.274,0.3517,0.000625009,0,0.02793,1.95827e-05,0.6,104.476,366.721,,,-1,-1.0,0.0,0,2.2677,6.34,-99.0,-99.0,-99.0,0.03,0.0107227,0.00477316,-0.00131623,1.6225,2.447,0.0,112.42855258734792,20.023567,18.022109
GS5,44228,53.1318033926366,-27.702214898353,0.2463639381432371,44228,0.0107227,0.6232,,1.274,0.3517,0.000625009,0,0.02793,1.95827e-05,0.6,104.476,366.721,,,-1,-1.0,0.0,0,2.2677,6.34,-99.0,-99.0,-99.0,0.03,0.0107227,0.00477316,-0.00131623,1.6225,2.447,0.0,1254.5731784093248,20.023567,18.022109
GS2,44263,53.15584191899999,-27.703586157,0.2009659628870936,44263,0.00182538,13.9,,1.274,1.4263,0.144448,0,0.185844,0.0064054,0.1,0.160287,0.720634,,,0,0.19125,-1.0,2,0.1841,7.66,0.021417,0.015257,0.0061595,0.14,0.00182538,0.00204868,-0.0397656,5.0433,5.0433,0.0,997.0054797245276,-12.653208,-14.213647
GS3,44263,53.15584191899999,-27.703586157,0.2030796712805218,44263,0.00182538,13.9,,1.274,1.4263,0.144448,0,0.185844,0.0064054,0.1,0.160287,0.720634,,,0,0.19125,-1.0,2,0.1841,7.66,0.021417,0.015257,0.0061595,0.14,0.00182538,0.00204868,-0.0397656,5.0433,5.0433,0.0,1008.7532710352298,-12.653208,-14.213647
GS2,44280,53.083227159,-27.703215805,0.08641585949877074,44280,0.000542659,1.167,,1.274,0.8879,0.259195,0,0.201594,0.0164255,0.0,0.0518264,0.205926,,,-1,0.1225,-1.0,3,0.1225,6.83,0.0022687,0.0018131,0.00045553,0.15,0.000542659,0.000591041,-0.0468719,4.1059,7.3106,0.0,398.34120443201687,-11.509994,-13.20956
GS5,44280,53.083227159,-27.703215805,0.08641585949877074,44280,0.000542659,1.167,,1.274,0.8879,0.259195,0,0.201594,0.0164255,0.0,0.0518264,0.205926,,,-1,0.1225,-1.0,3,0.1225,6.83,0.0022687,0.0018131,0.00045553,0.15,0.000542659,0.000591041,-0.0468719,4.1059,7.3106,0.0,398.34120443201687,-11.509994,-13.20956
GS2,44598,53.134723819,-27.700734282,0.00910854314003846,44598,1.09499,43900.0,,1.274,0.2,0.000477517,2,0.036786,3.03243e-05,2.5,4.77763,119.466,,,0,-1.0,0.0,0,0.5755,8.55,-99.0,-99.0,-99.0,0.4506,1.09499,1.26615,-0.794203,6.2783,6.2783,0.0,39.67308317145178,23.872428,21.199877
GS2,44810,53.118525955,-27.701049018,0.08505131990877525,44810,0.0096792,703.3,,1.274,0.2,0.0144684,2,0.029502,0.000762126,0.1,0.0514556,0.583495,,,0,-1.0,-1.0,0,0.2021,8.25,-99.0,-99.0,-99.0,0.4,0.0096792,0.0111141,-0.571347,6.7263,6.7263,0.0,391.680011506226,-14.969201,-16.82459
GS2,44959,53.139785341,-27.700114132,0.01082253792771984,44959,1.77467,161.4,,1.274,0.2,0.0010216,2,0.040362,5.80081e-05,0.1,4.82653,50.4659,,,0,-1.0,-1.0,0,0.2202,10.42,-99.0,-99.0,-99.0,0.41,1.77467,0.971796,-0.611821,1.9181,8.3209,0.0,47.20109575753758,-19.779232,-21.698649
GS3,44959,53.13978534100001,-27.70011413200001,0.2131914961570073,44959,1.77467,161.4,,1.274,0.2,0.0010216,2,0.040362,5.80081e-05,0.1,4.82653,50.4659,,,0,-1.0,-1.0,0,0.2202,10.42,-99.0,-99.0,-99.0,0.41,1.77467,0.971796,-0.611821,1.9181,8.3209,0.0,1065.2884211527646,-19.779232,-21.698649
GS2,45222,53.15324774900002,-27.69915624700001,0.2629280642235816,45222,0.00108349,2.339,,1.274,1.2476,0.283336,0,0.340392,0.0304795,0.0,0.0651946,0.357672,,,-1,0.1251,-1.0,3,0.1251,7.13,-99.0,-99.0,0.00063556,0.16,0.00108349,0.00118054,-0.054728,4.1086,7.3104,0.0,1351.2290329153395,-12.09598,-13.967833
GS3,45222,53.153247749,-27.699156247,0.07254109827069469,45222,0.00108349,2.339,,1.274,1.2476,0.283336,0,0.340392,0.0304795,0.0,0.0651946,0.357672,,,-1,0.1251,-1.0,3,0.1251,7.13,-99.0,-99.0,0.00063556,0.16,0.00108349,0.00118054,-0.054728,4.1086,7.3104,0.0,331.1504879771967,-12.09598,-13.967833
GS2,45279,53.143291969,-27.699208101,0.01158667520282823,45279,0.156383,826.3,,1.274,0.2,0.0029288,2,0.032466,0.00011945,0.1,1.63696,9.5334,,,0,-1.0,-1.0,0,0.0191,7.57,-99.0,-99.0,-99.0,0.3022,0.156383,0.170138,-0.269371,4.7798,4.7798,0.0,50.56361288647873,24.818006,22.303592
GS2,45518,53.154086915,-27.69792974,0.2818814162464867,45518,0.633564,1.334,,0.572,1.1384,0.0268107,0,0.395424,0.00382349,0.0,1.84694,4.55811,,,0,0.28146,-1.0,2,0.2825,8.68,0.3266,0.02664,0.29996,0.28,0.633564,0.0940384,-0.220867,-1.0753,-1.0753,0.0,1463.5278369957118,-17.44108,-18.151095
GS3,45518,53.154086915,-27.69792974,0.2997840907903884,45518,0.633564,1.334,,0.572,1.1384,0.0268107,0,0.395424,0.00382349,0.0,1.84694,4.55811,,,0,0.28146,-1.0,2,0.2825,8.68,0.3266,0.02664,0.29996,0.28,0.633564,0.0940384,-0.220867,-1.0753,-1.0753,0.0,1571.2336530614998,-17.44108,-18.151095
GS2,45532,53.11859880500001,-27.69767409399999,0.1528086207815041,45532,0.00564012,0.01175,,0.566,0.346,0.0778956,1,0.273138,0.015251,0.6,0.241778,0.450367,,,-1,0.078,-1.0,3,0.078,6.44,0.0035861,0.0023871,0.001199,0.11,0.00564012,0.000954006,-0.0225978,-1.0961,-1.0961,0.0,736.059524825476,-12.407404,-13.531531
GS5,45532,53.11859880314379,-27.69767409626143,0.1626494938885044,45532,0.00564012,0.01175,,0.566,0.346,0.0778956,1,0.273138,0.015251,0.6,0.241778,0.450367,,,-1,0.078,-1.0,3,0.078,6.44,0.0035861,0.0023871,0.001199,0.11,0.00564012,0.000954006,-0.0225978,-1.0961,-1.0961,0.0,788.322213698276,-12.407404,-13.531531
GS2,46065,53.140163665,-27.69457852599999,0.07357727127136528,46065,0.000868337,0.1197,,1.274,1.0364,0.150667,0,0.659976,0.0395738,0.0,0.233566,0.933482,,,0,0.1865,-1.0,3,0.1865,7.89,0.011179,0.0038979,0.0072806,0.12,0.000868337,0.000554055,-0.0276628,2.1956,3.2949,0.0,336.1266917794932,-12.41767,-14.151696
GS2,47656,53.124674743,-27.687366281,0.07099348845749574,47656,0.00109918,2.364,,1.274,1.5636,0.230598,1,0.37035,0.0254691,0.0,0.156424,0.569274,,,0,0.07304,-1.0,2,0.0791,6.86,-99.0,-99.0,0.00052726,0.13,0.00109918,0.00119718,-0.0333741,4.1059,7.3106,0.0,323.7306997181733,-12.467509,-14.019849
GS5,47656,53.12467474300001,-27.687366281,0.07639429636703625,47656,0.00109918,2.364,,1.274,1.5636,0.230598,1,0.37035,0.0254691,0.0,0.156424,0.569274,,,0,0.07304,-1.0,2,0.0791,6.86,-99.0,-99.0,0.00052726,0.13,0.00109918,0.00119718,-0.0333741,4.1059,7.3106,0.0,349.68949734913537,-12.467509,-14.019849
GS2,47841,53.13130880700001,-27.68335392600001,0.008889835308694456,47841,0.349854,1073.0,,1.274,0.4318,0.00228267,0,0.022872,4.67318e-05,0.3,3.35318,50.0836,,,0,-1.0,-1.0,0,0.2725,10.67,-99.0,-99.0,-99.0,0.331,0.349854,0.313456,-0.342097,4.4321,4.4321,0.0,38.71392065276492,24.228114,21.544916
GS2,47951,53.143486725,-27.685681664,0.2501596092104214,47951,0.0317421,0.03739,,0.266,0.2,0.00279578,2,0.035958,0.000123687,0.0,5.67101,12.3516,,,0,-1.0,-1.0,0,0.0618,7.72,-99.0,-99.0,-99.0,0.08,0.0317421,0.00394198,-0.0109444,-1.8035,-1.8035,0.0,1276.5978470539892,-15.19545,-16.263697
GS2,48026,53.159321137,-27.685217448,0.07560964962673439,48026,0.00154927,2.547,,1.274,1.1651,0.287136,0,0.64698,0.0782234,0.2,0.10178,0.384513,,,-1,0.144,-1.0,3,0.144,7.3,-99.0,-99.0,0.001494,0.2,0.00154927,0.00163759,-0.094367,3.9143,7.8325,0.0,345.90674663701395,-13.009056,-14.589285
GS2,48387,53.14354251799999,-27.68352889800001,0.1325733833531223,48387,14.295,28.27,,0.557,2.8517,0.340086,0,0.32745,0.0221626,0.8,0.268872,0.458295,,,-1,0.0749,-1.0,3,0.0749,6.2,-99.0,-99.0,0.0013964,2.43,14.295,1.9478,-48.2555,-1.1239,-1.2279,0.2348,630.352718872075,-20.726764,-21.044028
GS2,48749,53.11964226200001,-27.68061752500001,0.09616395288686141,48749,0.0283779,0.03106,,0.192,0.8558,0.0381453,0,0.274422,0.00420161,0.4,1.29771,2.29166,,,-1,0.1185,-1.0,3,0.1185,7.3,0.03234,0.0051295,0.027211,0.12,0.0283779,0.00260734,-0.0276628,-1.9463,-1.9463,0.0,446.26257314757976,-14.72004,-15.437951
GS2,48794,53.15217413500001,-27.680421325,0.01743035443453776,48794,0.0022734,16.15,,1.274,0.4296,0.0108912,0,0.018534,0.000143248,0.2,0.780118,5.74719,,,0,-1.0,-1.0,0,0.0829,8.53,-99.0,-99.0,-99.0,0.09,0.0022734,0.00273778,-0.0142719,4.9674,8.7019,0.0,76.40752609760777,-20.50506,-21.503099
GS2,49191,53.130465437,-27.67864597399999,0.09126574293766394,49191,0.00564238,0.01162,,0.548,0.9551,0.158668,0,0.236496,0.0101857,0.0,0.24852,0.579097,,,-1,0.0735,-1.0,3,0.0735,6.54,-99.0,-99.0,0.0010395,0.13,0.00564238,0.0013964,-0.0333741,-1.1503,-1.1503,0.0,422.1098768056053,-13.081405,-14.154715
GS2,49771,53.140583777,-27.67298104899999,0.2749025730921826,49771,0.00139683,4.641,,1.274,1.1761,0.0999575,0,0.177024,0.00421001,0.0,0.179645,0.709814,,,0,0.24545,-1.0,2,0.2113,7.97,0.063324,0.046384,0.016939,0.11,0.00139683,0.00158694,-0.0225978,4.4179,7.6291,0.0,1421.9693247735147,-12.344618,-13.889921
GS3,33042,53.13310297800124,-27.75870335399942,0.01541584065547891,33042,4.49878,9.609,,0.576,0.3586,0.00525275,1,0.018936,8.44731e-05,0.0,5.66787,12.3065,,,0,-1.0,0.0,0,0.0858,6.15,-99.0,-99.0,-99.0,0.4284,4.49878,0.682511,-0.69112,-1.0644,-1.0644,0.0,67.4724600090793,22.671574,21.543862
GS3,34363,53.15127913700001,-27.74988377800001,0.008864607612696355,34363,0.692024,0.692024,,1.274,3.5264,0.0189951,2,0.018,4.01794e-05,2.1,3.43813,43.2549,,,0,-1.0,0.0,0,0.5849,7.8,-99.0,-99.0,-99.0,0.3308,0.773621,0.924205,0.320874,4.8808,8.2137,0.0,38.603303066102704,23.617482,21.327505
GS3,34418,53.150246327,-27.75224185000001,0.1501037307880791,34418,0.000321664,0.2597,,1.274,0.6963,0.0378951,0,0.02286,0.000394733,0.1,0.134785,1.01274,,,0,-1.0,-1.0,0,0.0969,7.96,-99.0,-99.0,-99.0,0.1,0.000321664,0.000226953,-0.0181454,3.4961,3.4961,0.0,721.7918305901579,-10.99197,-13.545689
GS3,34419,53.16483782299482,-27.75203322199877,0.2707008637860953,34419,0.017353,105.6,,1.274,0.2,0.00786336,2,0.031968,0.000404022,0.1,0.147004,1.35052,,,0,-1.0,-1.0,0,0.1006,8.07,-99.0,-99.0,-99.0,0.39,0.017353,0.02068,-0.53272,4.8552,8.9502,0.0,1397.0654548312352,-15.973592,-17.652488
GS3,34682,53.15581561199998,-27.749144039,0.1040482993612412,34682,0.00523458,0.03803,,0.918,1.0794,0.0374852,0,0.638094,0.00975548,0.2,0.621609,2.21734,,,0,0.13769,-1.0,2,0.1224,7.93,0.012353,0.0020343,0.010319,0.09,0.00523458,0.000990412,-0.0142719,-0.0253,0.4724,0.0,485.44833443409635,-13.041504,-14.517469
GS3,34819,53.13149268600193,-27.74853386399987,0.2158582468274464,34819,763.708,812.6,,0.192,0.2,0.00219963,2,0.027942,8.0105e-05,1.0,1.0564,10.8636,,,0,-1.0,0.0,0,0.2081,7.17,-99.0,-99.0,-99.0,4.6958,763.708,38.0712,-0.0,-1.9461,-1.122,0.0184,1080.2899030188614,25.708529,22.942365
GS3,34874,53.204411386,-27.749833054,0.1357138372300049,34874,0.0113719,0.0132,,0.266,1.3666,0.190308,0,0.18333,0.00800484,0.1,0.267873,0.612536,,,-1,0.1542,-1.0,3,0.1542,7.24,-99.0,-99.0,0.0079101,0.16,0.0113719,0.00115298,-0.054728,-1.803,-1.803,0.0,646.6014603643555,-13.611607,-14.553612
GS3,34993,53.203123616,-27.74894225,0.08891349214959007,34993,0.000238336,1.998,,1.274,1.3093,0.19642,0,0.697842,0.0581932,0.1,0.237656,0.924678,,,0,0.08981,-1.0,2,0.1053,7.17,-99.0,-99.0,0.0012733,0.05,0.000238336,0.000270394,-0.00389783,5.1119,5.1119,0.0,410.5636321361811,-10.38397,-12.333387
GS3,35205,53.13105249200283,-27.74305030300048,0.2309343500038553,35205,0.971894,4.72,,0.775,0.2185,0.000436279,0,0.019926,1.47865e-05,1.3,14.4832,156.524,,,-1,-1.0,0.0,0,0.2324,8.48,-99.0,-99.0,-99.0,0.2729,0.971894,0.194628,-0.206841,-0.4053,0.1336,0.0,1165.8106572815555,22.705815,20.004543
GS3,35390,53.17361845199999,-27.74685507000001,0.1436051713889649,35390,0.00145518,0.01142,,0.953,1.3237,0.0912323,0,0.332784,0.0104297,0.1,0.226783,0.859338,,,0,0.13485,-1.0,2,0.1409,7.52,-99.0,-99.0,0.0029685,0.12,0.00145518,0.000270245,-0.0276628,0.0552,0.6463,0.0,687.6862389861709,-12.603892,-14.120446
GS3,35433,53.14152524699999,-27.745829142,0.2563797685002024,35433,0.203143,0.2201,,0.19,1.1426,0.035694,0,0.864042,0.0152462,0.1,1.13647,3.17359,,,0,0.26934,-1.0,2,0.2728,8.45,-99.0,-99.0,0.12115,0.29,0.203143,0.0159628,-0.241874,-1.9494,-1.9494,0.0,1312.8506424054522,-17.078068,-17.878022
GS3,36000,53.169500085,-27.743838603,0.190637011895271,36000,0.00261955,1.747,,1.274,1.5666,0.154566,0,0.244254,0.00982672,0.0,0.156784,0.622987,,,-1,0.143,-1.0,3,0.143,7.42,-99.0,-99.0,0.0024091,0.18,0.00261955,0.00243689,-0.0728296,3.2776,7.6446,0.0,939.9490535801662,-13.438389,-14.812509
GS3,36001,53.153962855,-27.74363426099999,0.012110419801684,36001,0.0242456,82.22,,1.274,0.2,0.00855036,2,0.038538,0.000470353,0.4,0.00555057,0.749118,,,0,-1.0,-1.0,0,0.5962,9.74,-99.0,-99.0,-99.0,0.59,0.0242456,0.0222909,-1.5914,4.4998,4.4998,0.0,52.87056703694138,-15.897177,-18.415116
GS3,36009,53.13949235500003,-27.74177221500002,0.1457451428687669,36009,0.0859346,0.3369,,0.73,1.3619,0.0330928,0,0.858078,0.0123441,0.1,2.29224,5.77815,,,0,0.1497,-1.0,2,0.1495,8.18,0.070451,0.0045967,0.065854,0.15,0.0859346,0.0104449,-0.0468719,-0.545,-0.545,0.0,698.8901577802773,-15.810263,-16.87258
GS3,36127,53.171538657,-27.743343628,0.2395010181271008,36127,0.0209497,0.02508,,0.356,1.3491,0.245212,0,0.203034,0.011774,0.0,0.111863,0.42059,,,-1,0.2547,-1.0,3,0.2547,7.61,0.039267,0.024055,0.015211,0.29,0.0209497,0.000586963,-0.241874,-1.6271,-1.6271,0.0,1214.9395120045288,-14.618715,-15.633381
GS3,36298,53.191619736,-27.742728323,0.2629558983944273,36298,0.0219208,2027.0,,1.274,1.0368,0.13127,0,0.022002,0.000930562,0.0,0.0201741,0.305266,,,-1,-1.0,-1.0,0,0.2313,8.14,-99.0,-99.0,-99.0,0.49,0.0219208,0.0261804,-0.997621,6.8935,6.8935,0.0,1351.392628217249,-14.774359,-16.696856
GS3,36509,53.15323029299999,-27.74153995700001,0.09197088132511484,36509,0.023979,2217.0,,1.274,0.2,0.0204121,2,0.026784,0.000998977,0.0,0.00688081,0.307929,,,-1,-1.0,-1.0,0,0.2396,8.28,-99.0,-99.0,-99.0,0.52,0.023979,0.0286386,-1.16663,6.8935,6.8935,0.0,425.5777645634417,-14.76212,-16.944431
GS3,36686,53.18894819,-27.74082643699998,0.09038286314039157,36686,0.0226224,15.09,,1.274,0.2,0.0100683,2,0.028134,0.000484676,0.1,0.115839,0.934812,,,0,-1.0,-1.0,0,0.0923,7.82,-99.0,-99.0,-99.0,0.39,0.0226224,0.021045,-0.53272,3.2776,7.6446,0.0,417.7721745147228,-15.439222,-17.248582
GS3,36971,53.170712538,-27.738578971,0.2757395186422812,36971,0.29445,0.5089,,0.506,1.0843,0.0268605,0,0.31803,0.0029427,0.1,0.930843,3.10226,,,0,0.27379,-1.0,2,0.2787,8.49,-99.0,-99.0,0.14381,0.29,0.29445,0.0497099,-0.241874,-1.2726,-1.2726,0.0,1426.940497991545,-16.779982,-17.721447
GS3,37170,53.175845991,-27.737658816,0.09428627887761634,37170,0.0193908,1793.0,,1.274,0.2837,0.0238309,2,0.018,0.000586215,0.0,0.0221981,0.368018,,,-1,-1.0,-1.0,0,0.2092,8.1,-99.0,-99.0,-99.0,0.45,0.0193908,0.0231587,-0.791259,6.8935,6.8935,0.0,436.98647500095973,-14.703854,-16.61346
GS3,37545,53.19731246599999,-27.736315158,0.08912914385205653,37545,0.000315328,2.643,,1.274,0.6788,0.0630111,2,0.018,0.000574049,0.0,0.151115,0.628916,,,-1,0.0183,-1.0,3,0.0183,5.89,1.664e-05,1.0268e-05,6.3719e-06,0.07,0.000315328,0.000357742,-0.00812888,5.1119,5.1119,0.0,411.62075620767786,-10.615256,-12.145532
GS3,37608,53.17089271399998,-27.73565032400001,0.1599141702341826,37608,0.0160059,0.01837,,0.233,2.0969,0.206129,1,0.527202,0.0340905,0.0,0.525783,1.17766,,,0,0.1474,-1.0,2,0.1522,7.44,-99.0,-99.0,0.014553,0.14,0.0160059,0.00193278,-0.0397656,-1.8672,-1.8672,0.0,773.739955227925,-14.159971,-15.089936
GS3,37685,53.195835393,-27.735469025,0.2092291494261787,37685,0.407599,3.834,,1.041,1.0879,0.0933976,0,0.162774,0.0039383,0.5,0.495286,1.19698,,,0,0.24608,-1.0,2,0.216,7.66,0.1645,0.096323,0.068182,0.39,0.407599,0.0715981,-0.53272,0.2526,0.4845,0.0,1043.0692300435858,-16.768786,-17.528059
GS3,37720,53.13910594400036,-27.73030499000032,0.1057641937295049,37720,0.299123,0.299123,,0.64,1.9395,0.0112282,0,0.700944,0.00229007,0.8,14.9433,38.6441,,,0,0.1031,0.1031,1,0.1084,8.63,0.22399,0.070276,0.15371,0.1,0.328448,0.0517522,0.154302,-0.849,-0.849,0.0,494.02663301924946,-16.926294,-18.034894
GS3,37724,53.19829450400001,-27.734838828,0.2137777729068746,37724,520.047,720.3,,0.417,0.7173,0.0144747,1,0.02355,0.000160222,1.8,0.0397811,3.92358,,,0,-1.0,0.0,0,0.5917,6.95,-99.0,-99.0,-99.0,4.6427,520.047,62.5389,-0.0,-1.495,-0.6814,0.0241,1068.5831814171045,27.199154,24.322521
