FIELD,ID,RA,DEC,Z_50,Z_ERR,PAB_FLUX,PAB_FLUX_ERR,OBS_PAB
GS5,41139,53.12912177715047,-27.71829625402348,0.01198785874344596,0.09369614656467928,9.183679303943261,0.621906545277457,12973.684349090976
GS4,30762,53.137570013,-27.769100431,0.2690859881432668,0.009736798984626486,9.168047615710549,0.9726368782807859,16269.68236799668
GN1,36812,189.30834075,62.342866159,0.3042038179289996,0.0038058389772703664,8.38674742245173,1.20964736526278,16719.892945849777
GN2,14877,189.21173625,62.21554457500001,0.3153455399946757,0.011182997468128583,8.06339564359287,4.93663191056758,16862.72982273174
GN3,37334,189.2444782,62.35108260599999,0.01744244581302648,0.009314310024925635,8.03471659870722,1.4178663292751599,13043.612155322999
GN2,14084,189.20778415,62.21173793299999,0.1013195546010889,0.010529544838611378,7.278095417675741,0.9882748562869801,14118.916689985961
GS3,44959,53.13978534100001,-27.70011413200001,0.2131914961570073,0.48580549517306115,7.26713225054541,0.8043421722052919,15553.114980732835
GS4,22082,53.18347340899999,-27.80676422800001,0.05712712813237598,0.5263623952113444,7.10477810853023,0.855483957076365,13552.36978265706
GN1,37706,189.29744924,62.36179820000002,0.09846095985136001,0.24002449787991964,7.0802104408202,3.2350257279630097,14082.269505294435
GN2,13882,189.1948602,62.21030812599999,0.3106831231078651,0.015705605914523375,6.80755612467563,1.71405263814079,16802.95763824283
GS5,43071,53.122589312,-27.707907687,0.1608178570662489,0.016435051604473252,6.80045146444753,1.2898538289015,14881.684927589311
GN4,26542,189.25788493,62.27269046300001,0.266984509489912,0.2774757820011489,6.76779728540877,0.600446531071398,16242.74141166067
GN4,22583,189.3379328504185,62.25377458005946,0.1833531799097409,0.2177547027770197,6.67745271037838,0.896032432193947,15170.587766442879
GN7,17963,189.1534668,62.23099412800001,0.2116058729064601,6.563121649022766,6.48697348830411,1.32018888061785,15532.787290660817
GN3,33397,189.17546982,62.314346623,0.245052751020829,0.01084117783632914,6.15906774066491,1.9088266921288,15961.576268087027
GN1,37793,189.31294889,62.364026538,0.07353690209345039,0.019327292491018305,6.14355850177372,1.16524196952163,13762.743084838034
GN4,28683,189.2833692,62.28415209200001,0.2028012418473646,0.05384877763405526,6.1165833968967105,1.7020807792289399,15419.911920483213
GN3,28683,189.2833692,62.28415209200001,0.2028031184289197,0.05382199784761192,6.11472147161011,1.70182240645054,15419.935978258749
GS2,44959,53.139785341,-27.700114132,0.01082253792771984,0.0059707386452046134,6.03973511120984,0.676981904206988,12958.744936233368
GS2,41480,53.13365651400002,-27.71621014399999,0.232487199804541,0.12689191897327812,6.03017797039441,1.66787080237266,15800.485901494216
GS4,27549,53.14471326884141,-27.78544132748693,0.2466535626540622,0.0007064277381128936,5.94629698649478,0.44132892234342297,15982.098673225079
GS3,41882,53.17334823800001,-27.71496352199999,0.2372331423645062,0.006874293503334503,5.92866936393266,1.6055047467413999,15861.32888511297
GN3,30243,189.21445465,62.29254371200002,0.2143951190464114,0.005039606202921825,5.921045980724,0.760087803944843,15568.545426174995
GN3,30044,189.21275648,62.29212720099998,0.3174601307404092,0.006945126262484388,5.89116592669209,9.46946753359092,16889.838876092046
GS4,26639,53.14211591688386,-27.78669472504702,0.2287977853651849,0.0056850444137075224,5.86607480710474,0.862925903265404,15753.187608381671
GN3,26767,189.26841052,62.273275856,0.2833850336170852,0.11603389731895172,5.81082686501297,1.5231244646565598,16452.99613097103
GN2,10678,189.25749788,62.195523583,0.01211226966776653,0.09874619946300839,5.751486074514389,1.9121161124989001,12975.279297140765
GS4,24446,53.17209804300001,-27.79696411000002,0.3243591486458779,0.0039001043084820027,5.71854302577548,3.87567294659673,16978.284285640155
GS4,25934,53.18656355307373,-27.79023332502855,0.1269585316467,0.007290539137053028,5.69937340665894,1.77882186860636,14447.608375710695
ERSPRIME,39634,53.07823745299999,-27.724923823,0.193187218594363,0.022971366212235455,5.69061790642497,1.5410297416519099,15296.660142379735
GN3,31751,189.311544,62.30186618399998,0.3020183332973115,0.051208714389404705,5.66057398338117,1.57111831652297,16691.875032871532
GN3,36506,189.26044846,62.33912226099999,0.1505663912437275,0.11119095093641213,5.314514969308839,2.0500631701208,14750.261135744588
GN3,31334,189.34837938,62.29858130200001,0.1278880296188023,0.17360563001920323,5.08799806415217,2.41441968320521,14459.524539713046
GN4,24566,189.3026368608054,62.2624333345063,0.1388594086421719,0.3467897667583386,5.05662617360935,2.19068901906113,14600.177618792644
GN2,20344,189.14604922,62.241581175,0.2890702830169201,0.056529262775349726,5.02699806981731,3.30420519486111,16525.881028276915
GN4,29517,189.27177386,62.28803120900002,0.3142368502228829,0.10182483821535919,4.93500602151988,1.97334097764658,16848.51641985736
GS3,41480,53.13365651400002,-27.71621014399999,0.2302182025216107,0.09817172635721844,4.92331543948733,1.58995168470434,15771.397356327048
GS2,45518,53.154086915,-27.69792974,0.2818814162464867,0.005264621278580262,4.87117851404031,1.05949125423011,16433.71975627996
GS1,49194,53.244338731,-27.676792622,0.2029154170251568,0.041579663347308816,4.86158047657118,2.30348825353671,15421.37564626251
GS4,30082,53.13972610300002,-27.77315210200002,0.2823547034761341,0.009431457302434759,4.80721371950648,1.20939481860388,16439.78729856404
GN4,26767,189.26841052,62.27327585599999,0.2140607069098986,0.2743264473903232,4.78704599711895,1.45813182475995,15564.258262584899
GN3,29517,189.27177386,62.28803120900002,0.3156669672995182,0.060113543621576206,4.70494463084204,1.95027070334117,16866.850520779823
GS4,26696,53.19564104531577,-27.78777124362778,0.2263884209328076,0.0031452829992899556,4.62663424899969,0.9282033550494021,15722.299556358592
GN2,22443,189.2412273699808,62.25200297902295,0.08200928573646311,0.20018740421408263,4.60743352306491,2.66293581982933,13871.359043141458
GS3,37673,53.18800104999999,-27.73540532099999,0.2939680211556184,0.5026353818233847,4.5792044409195904,5.2387908018758695,16588.670031215028
GN3,31752,189.34123015,62.30173318999999,0.1173311248371484,0.009004344061514164,4.54552642423811,1.01089541472326,14324.185020412244
GN7,16039,189.15472309,62.22108721700002,0.152960431443173,0.2773608335754844,4.54298779918475,2.72319055534945,14780.952731101477
GN4,20766,189.23994543,62.243866149,0.2310879780094346,0.08278848131155367,4.52613436483766,2.80589729735957,15782.547878080952
GN2,14371,189.2448204,62.21456156799999,0.3246759017669364,0.008586789535828889,4.44799355304204,17.6970142234145,16982.345060652122
GN1,37914,189.32995052,62.36835912200001,0.2843327839953125,0.0077995454030602,4.44628391833016,0.9656985929522011,16465.146290819906
GN1,37508,189.32163207,62.355159896,0.2450471634057537,0.049440928319593166,4.41380763492996,1.7332172241794799,15961.504634861762
GS4,22346,53.18404827800001,-27.80656953499998,0.01216917048223908,0.08431205408081718,4.4007422109639,2.04658209712947,12976.008765582304
GN3,33511,189.23454989,62.31476841,0.2564012777548507,0.009254443227783871,4.37180834323876,1.18772865255872,16107.064380817186
GN2,23361,189.210585230043,62.25671784001764,0.2639445915376815,0.06527896064300448,4.32158467902427,1.75768551008325,16203.769663513076
GN7,19340,189.07259835,62.237899494,0.1563618926365861,0.005430632004381397,4.25797010062911,0.713742397004843,14824.559463601036
GN5,30044,189.21275648,62.29212720099998,0.3183212149595999,0.008842495587656098,4.22687949050627,9.508520436807421,16900.87797578207
GN4,28496,189.27490206,62.28264463,0.3211311499422036,0.09767084571811453,4.152006456100049,4.59790997378314,16936.90134225905
GN3,28496,189.27490206,62.28264462999999,0.3212621951129289,0.09891896413752246,4.13743055594837,4.59880035712264,16938.581341347748
GN3,34368,189.33852596,62.32096804899998,0.2284243630292977,0.005207479734088531,4.1323714787567,0.995736555171028,15748.400334035596
GN3,34077,189.21093005,62.317701301,0.2481206951851821,0.013335969497628386,4.11692172025264,0.936844812425672,16000.907312274034
GN2,21829,189.18371865,62.24985236500001,0.2601189857366626,0.00612322560466514,4.1112401519200406,0.617875393716807,16154.725397144015
GN3,35952,189.30672151,62.33421700699998,0.260204324588675,0.045734607302758815,4.10151423319058,1.96889711138668,16155.819441226813
GN4,20539,189.29292407,62.24304641900001,0.2018730643929252,0.5319576993985382,4.07409348972427,0.9685902016875619,15408.0126855173
GS3,39972,53.188608791,-27.72393118199999,0.247183342128615,0.1381936674032561,4.07080859382604,2.04091956054779,15988.890446088843
GN3,32586,189.33962701,62.306742898,0.01070435331723754,0.0033738328318604406,4.05592968972745,0.49968480478151295,12957.229809526985
ERSPRIME,44465,53.05033966000001,-27.703407744,0.2433704904256431,0.005168532593302908,4.03262795207142,1.03895675375783,15940.009687256745
GN4,24611,189.3590578192805,62.26414012808544,0.2623648743074986,0.01525848232575925,3.99465281974288,1.63838167271188,16183.517688622132
GN1,36552,189.29349445,62.33973731199999,0.2317637822025297,0.1450933585328336,3.92288782116172,1.84821876265576,15791.211687836432
GN1,37683,189.30608926,62.360349807,0.2774810736218118,0.001144388341171671,3.9078466906508296,1.36705420761725,16377.307363831627
GN2,18157,189.18229328,62.23245815499999,0.1968138893998585,0.027063765897924377,3.88996026806824,1.62764684413804,15343.154062106187
GN4,23308,189.27414766,62.25698243600002,0.29824804912284,0.00751903771646069,3.88343430922656,3.3547816810462,16643.53998975481
GN7,11619,189.11498917,62.19957102299999,0.2829916553096513,0.010665004515152782,3.8731629047749796,0.986516462563363,16447.95302106973
GS4,25632,53.15463536626137,-27.79323794081716,0.2326235439075441,0.011919234994931754,3.86022492274025,0.634512232101011,15802.233832894715
GN1,37306,189.32843714,62.350819623,0.1035253670747726,0.07034543970485108,3.84686465897468,0.488524730582676,14147.195205898586
GS4,17713,53.12535519562859,-27.82998218555268,0.1985206672779233,0.044759799418523566,3.8322887259764298,2.38531316653425,15365.034954502979
GN7,17971,189.10654067,62.23062787199999,0.1432920715436597,0.00771662654162469,3.82813032481785,0.290886537189887,14657.004357189717
GS5,37937,53.10797413461698,-27.7337454241435,0.2779353003366648,0.0007179534143168507,3.66047585380881,0.667336543001791,16383.130550316042
GS4,21327,53.19671879499982,-27.81075122099958,0.1015239405479868,0.048202152861191214,3.6150618228167097,0.551772672396173,14121.536917825191
GN4,19075,189.25353921,62.23558828300001,0.01070679583003924,0.0032174879507129504,3.5420639257717896,0.49864223723789697,12957.261122541104
GN3,34312,189.19187186,62.31952767999999,0.2930949096876571,0.21801030220694015,3.51370605417044,1.49160073009212,16577.476742195766
GN5,31575,189.16995578,62.30038815499999,0.2867164383465742,0.12583988613826722,3.48523913685484,4.47519968889504,16495.70473960308
GN4,15255,189.27384778,62.21758860700001,0.1744901215269751,0.03107042700250588,3.4814966985861195,1.41728621638588,15056.963357975821
GN1,36968,189.32673442,62.34633065299999,0.2599228660199431,0.03706278381617594,3.4587081109837596,1.39538959139366,16152.21114237567
GN7,20355,189.11756013,62.24247484499999,0.02477907984525787,0.03136855136879095,3.37029322060315,0.569956945553531,13137.667803616205
GN3,31985,189.29106344,62.30194422499999,0.09602781126964965,0.23163956409797257,3.3147061769633,1.06543268359926,14051.076540476906
GN4,28191,189.32380965,62.28059969800001,0.1243186643220474,2.532513254989493,3.3062588675435602,1.1657916099313799,14413.765276608647
GN4,23054,189.28490569,62.25501363699998,0.283046010372837,0.017791017330326234,3.30370850916914,1.66325415014249,16448.64985297977
GS3,40457,53.160331574,-27.720494582,0.1381881134665205,0.033167890294336734,3.1846732885146403,2.03293227010865,14591.571614640794
GS3,36009,53.13949235500003,-27.74177221500002,0.1457451428687669,0.027368189435656016,3.1813478898402,2.12191872538144,14688.45273157759
GN2,15831,189.22973464,62.21984375499999,0.2880036650285361,0.009187931139826128,3.1322414507521903,0.906579326819543,16512.20698566583
GN5,33249,189.2077221527124,62.31109623777222,0.2343339459532293,0.12793665794263642,3.1227880988894903,0.794631487723119,15824.161187120399
GN3,37444,189.27005966,62.35332550899999,0.1145306281306512,0.2279374138043832,3.04899703945888,1.49434927931742,14288.282652634949
GN7,23455,189.12915603,62.257711464,0.2315478343773922,0.040126358852853795,3.01504554205828,0.40345088669699203,15788.443236718169
GS1,45480,53.24451536900001,-27.69838867099999,0.2527754957347967,0.0029776437219236696,2.95864633307237,0.245726917699531,16060.581855320093
GS1,46932,53.254667931,-27.688191457,0.1463987643592102,0.008397046459990263,2.9117145518216203,1.09750751882441,14696.832159085074
GN4,16797,189.27242902,62.22464058399999,0.2587496779048298,0.07387404431264535,2.87808456070334,3.2317890621949497,16137.170870739918
GN1,37840,189.32628558,62.365819129,0.2499843226202809,0.07290788407437727,2.77861859072519,2.30588137186542,16024.799015992001
GN3,28227,189.31697534,62.281061886,0.2916796179395012,0.02402119166850843,2.77185382460597,1.23601716372341,16559.332701984404
GN2,21706,189.2205924602891,62.24836701071322,0.03437146292386142,0.22926694913539922,2.76414679870501,1.09065545164802,13260.642154683903
GS1,46668,53.25019003000001,-27.69080919299999,0.1439807703893898,0.01163211389807207,2.73343016055384,0.9435581748185949,14665.833476391977
GN2,22158,189.1708834,62.25026430499999,0.2630822148951646,0.011918701366320235,2.61896365165595,0.45893083507488097,16192.71399495601
GS1,48727,53.273501972,-27.681047348,0.305345754366881,0.030944657000723248,2.58400668812479,1.16610763797297,16734.532570983414
ERSPRIME,39968,53.08651836079184,-27.72426480067279,0.2147569236325532,0.1400117566387339,2.58138179103522,0.40863884371664605,15573.183760969334
GN2,21693,189.2325241499276,62.24847399031422,0.2819808192873829,0.02346218227192973,2.51928899395695,1.4327140984393398,16434.99410326425
GN3,35536,189.31465882,62.330221497,0.1089281340240069,0.20452288163203472,2.51037311928917,1.2080836938252901,14216.458678187768
GN7,15930,189.09044473,62.220474693,0.2365629944780824,0.017258280733643255,2.49059371450748,0.751345392662771,15852.737589209017
GN3,36624,189.25885561,62.34028339699998,0.01746161085483382,0.010884128752759504,2.4875693007758,0.506524336428172,13043.85785115897
GS4,22172,53.16803475300021,-27.80741274299982,0.3092345519464594,0.01040173352281383,2.47546553463954,2.02371899555015,16784.38695595361
GS3,34819,53.13149268600193,-27.74853386399987,0.2158582468274464,0.4792117482076446,2.45681672629439,0.5608947086310759,15587.302724327863
GS5,39828,53.11169283099802,-27.72462953199791,0.2450334188154798,0.07312113984015532,2.4166654432459698,1.51374203677997,15961.328429214453
GN7,19620,189.08537677,62.23836119,0.1016982864573092,1.5976290070234367,2.32408926249748,0.279185679636973,14123.772032382705
GS2,48026,53.159321137,-27.685217448,0.07560964962673439,1.2185424725767213,2.29437943876214,1.75870006645224,13789.315708214735
GS3,40188,53.178022096,-27.72296415500001,0.2093092656089916,0.12894950021023285,2.27920678913115,0.961693582562975,15503.344785107272
GS4,18761,53.14989774586259,-27.82389668194698,0.256136065183405,0.06881047118634859,2.23446462934744,0.8850299866894401,16103.664355651252
GS4,19019,53.13836494298956,-27.82245231002167,0.141524239633242,0.02812666558258735,2.23311694203694,1.04188538774052,14634.340752098164
GN3,32567,189.32013144,62.30596550600001,0.2016673869477662,0.24052359319268743,2.22812523507875,0.7839799737726371,15405.375900670364
GN3,26542,189.25788493,62.27269046300001,0.2770679420682632,0.016973953458140064,2.22682500968764,0.5377839037688981,16372.011017315133
GN7,19698,189.11433797,62.238707554,0.08308535000667717,0.11086306505153952,2.21491711486813,0.9162864598420101,13885.154187085602
GS1,45667,53.242479329,-27.697378397,0.1182171527145106,0.5060831554559792,2.20792620211075,0.9028955273650611,14335.543897800026
GN7,20457,189.14395296,62.24235085000001,0.2365374894107167,0.0051004781921182175,2.1792619338711,0.397592178126342,15852.410614245387
GS1,44130,53.252593708,-27.70414735,0.2631060334947889,0.001911613852643927,2.17484930023605,0.9281145578279401,16193.019349403192
GS4,20623,53.15782802535228,-27.81475178251794,0.2837762265503452,0.02736311781752491,2.16950576858886,1.4342458447818198,16458.011224375427
GN4,17942,189.25842188,62.230332592,0.3161352090916525,0.05258209051327935,2.1685322140037697,5.02070619418924,16872.853380554985
GN7,18718,189.07013408,62.23391118499999,0.06538664410868224,0.10487807529277629,2.15060029391209,0.555355034404852,13658.256777473307
GS3,42593,53.155797828,-27.71195152799999,0.2447388634159697,0.018347940816205083,2.10359105278168,0.7670305819894769,15957.552228992732
GN7,17550,189.11330789,62.22864482899999,0.07483461425240998,0.2982476959326448,2.04780159684021,0.658671144103587,13779.379754715896
GS3,38727,53.177301217,-27.730087614,0.1908128143263283,0.04364668682730262,2.00616588853833,1.20052785793792,15266.22027966353
GN4,15957,189.27675077,62.22058013100002,0.04485407297348445,0.057674085817697375,1.99379548228247,0.437853634183001,13395.029215520071
GN4,31871,189.24789322,62.30155943099999,0.209263392386002,0.11809579995098489,1.95582305832163,0.623765724383543,15502.756690388544
GS2,49771,53.140583777,-27.67298104899999,0.2749025730921826,0.049702848588614755,1.94538182949105,0.626648079476518,16344.25098704178
GN7,19801,189.12450811,62.23933482499999,0.04904405380981466,0.050033610008507375,1.9444114824990801,0.510048844142416,13448.744769841824
GN7,16132,189.10188885,62.22127260899999,0.03271222970846387,1.7921666397604064,1.9309728225468699,0.631500867504448,13239.370784862507
GN4,24150,189.3666294270855,62.2607137387247,0.130989106425119,0.3242853830889776,1.9286339118050502,0.7505622656644411,14499.280344370025
GS3,35433,53.14152524699999,-27.745829142,0.2563797685002024,0.01788699191841885,1.92699766753314,1.31215388335459,16106.788632172596
GS3,37608,53.17089271399998,-27.73565032400001,0.1599141702341826,0.09326119617956592,1.92071620732818,1.29856289506399,14870.099662402221
GS1,47433,53.257342596,-27.686861957,0.1810672820816941,0.0215890621439993,1.90612070317648,1.02188076862069,15141.282556287319
GS3,36001,53.153962855,-27.74363426099999,0.012110419801684,0.092992632257246,1.90531486792616,0.43695056585738906,12975.255581857587
GN4,24641,189.3232745008023,62.26296473866948,0.2174291706742333,0.10668770524723223,1.8964846062565202,1.09126470278717,15607.441968043671
GN5,27568,189.1590736297529,62.27773653228233,0.1082618838703929,2.04202570267357,1.8927435067002698,1.06360660813779,14207.917351218435
GN2,18530,189.17269729,62.23310672699998,0.01070692222264049,0.0032100141440388964,1.84355148398092,0.994654094738613,12957.262742894252
GS3,36000,53.169500085,-27.743838603,0.190637011895271,0.0996188568062181,1.83705040089016,0.844436340681389,15263.966492497373
ERSPRIME,39939,53.07775321499999,-27.724050076,0.2615069413997454,0.015029919455534084,1.8047651873757,0.8702374114827139,16172.518988744738
GS4,21260,53.153119714,-27.812084315,0.2054905893121175,0.01093173824710827,1.7992556067727798,0.961277899426799,15454.389354981346
GN3,34903,189.22579457,62.323885732,0.164251245088491,0.40194880566415153,1.76599933035758,0.73614487832391,14925.700962034454
GN5,31789,189.13319449,62.30335291399998,0.2559362191267022,0.01779087489810485,1.7595504706935299,0.54389576326874,16101.102329204323
GS2,47951,53.143486725,-27.685681664,0.2501596092104214,0.006331500541430469,1.74517793393376,0.326565377096318,16027.046190077603
GN4,27689,189.25178857,62.27917241099998,0.1075989215276381,0.10442632387769346,1.7394850750542,0.8697092024416689,14199.41817398432
GN3,27689,189.25178857,62.279172411,0.1076127172138365,0.10421725829055514,1.7374843125853399,0.8691447486869861,14199.595034681384
GN3,31871,189.24789322,62.30155943099998,0.2412158021721158,0.19104045144521656,1.71645440489764,2.46671592627391,15912.386583846524
GN2,12088,189.25355121,62.20206570300001,0.2155408691691401,0.11942271724596482,1.71594168790195,1.00126223691001,15583.233942748375
GS2,42937,53.110508708,-27.71023274299998,0.01758642722006354,3.1157119120907955,1.67912031292051,1.11039354617976,13045.457996961213
GN7,16931,189.10074087,62.225702316,0.04537090004224412,0.03133839961565905,1.66341434453681,0.270713871835492,13401.654938541571
GN2,10664,189.23312616,62.194622425,0.03144957260646911,0.06738955606614044,1.61114907741441,0.410038323402506,13223.183520814935
ERSPRIME,43823,53.077047564,-27.705928456,0.05044940604566672,0.09435750358864999,1.61106514354347,0.467245949767032,13466.76138550545
GN7,20965,189.08917426,62.24523195199999,0.01386762152014114,0.21262826954031547,1.57317648482713,0.44325444728027497,12997.78290788821
GS3,34682,53.15581561199998,-27.749144039,0.1040482993612412,0.10993337493545309,1.56574353321087,1.26657837485782,14153.899197811113
