FIELD,ID,RA,DEC,Z_50,Z_ERR,PAB_FLUX,PAB_FLUX_ERR,OBS_PAB
GS4,25036,53.20139228700001,-27.794152196,0.3091640077997697,0.08478320042047875,1.5312467469813,0.903552580552545,16783.482579993048
GN4,27916,189.25181427,62.28004695199999,0.3045787948892321,0.12727362558680064,1.49913404502675,2.84257569339803,16724.700150479955
GN4,25348,189.351059857014,62.26606980719691,0.01620564846348901,0.43069251963213534,1.4901105390515499,1.38039403096964,13027.756413301928
GN1,36521,189.31417898,62.340441925,0.2236639465193783,0.050073920603417206,1.4895666927475102,0.969983286152322,15687.37179437843
GN2,10375,189.25320652,62.19345662299999,0.2888250396068268,0.01969112813997858,1.48044220275949,0.46813785118223905,16522.73700775952
GS5,42937,53.110508708,-27.710232743,0.1159884694920862,0.48191934903893424,1.47808636527166,1.20683672899802,14306.972178888547
GN3,27916,189.25181427,62.28004695200001,0.3047363079815542,0.12744597545414513,1.4703003667707801,2.8601618929983696,16726.719468323525
GS1,45590,53.264700581,-27.697046108,0.2019650773341064,0.03299752860944752,1.46199010374271,1.3905139363716301,15409.192291423244
GN2,14701,189.24295114,62.21421665399998,0.2444789680373674,0.1132048542076347,1.45851869918029,0.7626557826950751,15954.220370239049
GN3,32625,189.22503381,62.30658792700001,0.3081696042415835,0.06453648605330976,1.3922858218542198,1.8026139560129701,16770.7343263771
GN4,22927,189.3088691967145,62.25466162488957,0.3000954430170168,0.004364803611607991,1.38843124869735,0.826107517227377,16667.223579478155
GS5,38414,53.09795286709032,-27.7315287442874,0.06495669009569957,0.47123141701071425,1.37235875432192,1.1905996877879599,13652.744767026867
GS2,44263,53.15584191899999,-27.703586157,0.2009659628870936,0.13698812570077992,1.3714197910269998,0.678277236516179,15396.383644212541
GN5,30243,189.21445465,62.29254371200002,0.2132622579193781,0.005810891332707726,1.35452914867044,0.6674668525021991,15554.022146526428
GN3,30595,189.22184871,62.293999462,0.2559384394592448,0.43606329096723717,1.32563500921728,0.5108620183573,16101.130793867518
GS2,41454,53.13295365400001,-27.716648577,0.2124954124216075,0.7391426093034351,1.3219288582328002,0.63853509543269,15544.191187245007
GN3,31029,189.31058054,62.29801273899999,0.01070458951094775,0.0033788003611923143,1.3154724556891801,0.667369689358218,12957.23283753035
GS4,20818,53.20293934499754,-27.8144156299958,0.1981683441526102,0.14204441713008012,1.31412241680631,0.789881004003454,15360.518172036464
GS3,41454,53.13295365400001,-27.716648577,0.2139734359509152,0.7425521533485906,1.31398562173172,0.63636887006008,15563.139448890732
GN3,34154,189.34566771,62.31765223499998,0.06478244284512877,0.09576427130366193,1.2946754656041,0.580158247052411,13650.51091727455
GN4,30796,189.23421974,62.29525272199999,0.0201252265647322,0.5507902067701755,1.2825834016565099,0.835054768748575,13078.005404559868
GS2,43071,53.12258931200001,-27.707907687,0.1619591048976966,0.031142015653425226,1.26932314873673,1.59144519934749,14896.315724788472
GN3,33175,189.22739126,62.31041186499998,0.1957128569420319,0.16251694408213374,1.26588220579372,1.114123550685,15329.03882599685
GN5,32304,189.14580836,62.30516221700001,0.1245373083197936,0.5002658475678544,1.24856015145194,0.631558497533533,14416.568292659755
GN5,31832,189.15874746,62.301455239,0.295035600725038,0.00672487916549733,1.2450679718625302,0.5987133783631461,16602.35640129499
GN4,31664,189.28219108,62.300279028,0.1313121401203689,0.20230035530477739,1.23151286476178,1.0067843294115901,14503.42163634313
GS3,44263,53.15584191899999,-27.703586157,0.2030796712805218,0.10935924250150428,1.2104496097420898,0.635774588660455,15423.48138581629
ERSPRIME,45829,53.05496275199999,-27.696651987,0.1288402850129731,0.38049180332399224,1.19710577723023,2.7376323817910997,14471.732453866314
GS4,26646,53.18153215101032,-27.78797073500447,0.1998051779170048,0.012060308875830024,1.1889637142179,0.679599385030883,15381.502380896
GN3,37098,189.24934343,62.347279789,0.2078731262942473,0.07567677046136528,1.18564494515817,0.819876331119414,15484.93347909225
GN4,20320,189.25127265,62.24228329600001,0.1080229083175951,0.021865680002202105,1.18360755926369,0.533724158335844,14204.853684631571
GN4,30727,189.28095568,62.29455529599998,0.1880356760859567,0.8334943765046557,1.1783615741273399,0.541241347442439,15230.617367421964
GS4,24915,53.20528789899999,-27.79578458500001,0.0136553573148887,0.2038062581679049,1.1770190198531099,2.25994174817221,12995.061680776875
GN3,33609,189.28693881,62.313735945,0.1659239511995123,0.07734520913021917,1.16134361717437,1.45099312513365,14947.145054377748
GS2,42593,53.155797828,-27.71195152799999,0.242599890108785,0.021750392345742966,1.14762184696477,0.7162030943778931,15930.130591194622
GN3,33249,189.20772202,62.311096125,0.1824334691266667,0.04635517407221667,1.13786797505235,0.7277224443626331,15158.797074203867
GS4,23394,53.189082778,-27.800987006,0.1883496677700789,0.18628592848154907,1.0938814452265802,0.894599862280042,15234.642740812411
GS5,42110,53.10788135564498,-27.71364210758264,0.2584594516103078,0.33897635955415606,1.05485288244145,0.35386640948854203,16133.450169644146
GS5,40984,53.10429326965995,-27.71835702111085,0.01744086293317134,0.009197524199446031,1.0497263431236201,0.433380345194835,13043.591862803256
GN4,27282,189.3223098987691,62.27648708958274,0.213337750633771,0.010059137555565797,1.012405257257,0.486977164420499,15554.989963124945
GN7,24360,189.1071509,62.261683855,0.0397548682975081,0.24287802429956276,1.0090537875008299,0.527720977069058,13329.657411574055
GN2,14583,189.19155761,62.21400005700001,0.07495868103977842,0.10351973784798424,0.999825895687207,0.39396603553788395,13780.97029092996
GN3,32713,189.22026019,62.30720147799998,0.2674514320109931,0.12745996190309206,0.986595855336468,0.526753500706962,16248.727358380931
GN1,37721,189.30178867,62.361079026,0.02696022314004476,0.026920776347973692,0.964817353196662,0.47843014601837996,13165.630060655374
GN3,36552,189.29349445,62.33973731199999,0.2561042159192711,0.09568826720790707,0.9582314047395739,0.867863260834839,16103.256048085055
ERSPRIME,43020,53.06609460526571,-27.70973663060083,0.2485934638782807,0.006558171781551205,0.950369160224738,0.612622893334038,16006.968206919559
ERSPRIME,38105,53.0809488766007,-27.73301786512051,0.2611438889616371,0.3687243274379065,0.935418346772081,0.238726711128948,16167.864656488187
GN7,22913,189.10082634,62.25403464199998,0.2155891809640009,0.25790330317351196,0.934448989395906,0.339918701644307,15583.853299958491
GS4,20637,53.17315201400142,-27.81333571799794,0.1478990357944035,0.0330577508355041,0.932463654361632,1.5706874385789802,14716.065638884253
GS3,39564,53.17732428600002,-27.72556110799999,0.2528897508817713,0.06111482420033002,0.9320022706184651,0.427817864551479,16062.04660630431
GN3,30995,189.31191805,62.29650819400001,0.1214036068376848,0.12627229131263543,0.9301163480574111,0.90148045058611,14376.394239659117
GN3,37555,189.26732495,62.356712025,0.2503931862009999,0.10157953950587546,0.926397808273546,1.0603103944008199,16030.040647096817
GS1,48448,53.247196061,-27.68278810900001,0.2595122787425688,0.00889182014777426,0.924549867988736,0.68373328892338,16146.947413479731
GN1,37555,189.26732495,62.356712025,0.263790795436706,0.08518620994490432,0.9241838412802641,1.78685055237426,16201.797997498572
GS5,38240,53.09738479929908,-27.7324595257557,0.2999715086209908,0.011342678735626445,0.921079819228911,1.39931093616435,16665.6347405211
GN7,14502,189.15589743,62.213612074,0.3040486456380262,2.392135928028479,0.905161322739885,0.439783872816823,16717.903637079497
GS5,44048,53.09674802400001,-27.704334493,0.2481154980013341,0.017621559527791774,0.899875055285953,0.316111456055713,16000.840684377103
GN3,34023,189.21240082,62.31722371799999,0.02936427212271197,1.1603084473417344,0.8823636846869789,0.868031908274798,13196.449968613166
GN7,15908,189.14276992,62.220615819,0.01744335283430463,0.00895553007335999,0.8545439943544569,0.6221224155021,13043.623783335785
GN2,25434,189.2308444598388,62.26632313788414,0.05844717301194464,0.25949017173647543,0.8536031679295419,0.436503557649208,13569.29275801313
GN3,32823,189.34227195,62.30797762699999,0.1345694112110415,0.45458612067276993,0.84309308635359,0.449982821023669,14545.179851725554
GS4,32140,53.122056305,-27.76437329699999,0.07649030615323088,0.8443608697351354,0.841524777166514,0.7149373355772171,13800.60572488442
GS3,34419,53.16483782299482,-27.75203322199877,0.2707008637860953,0.007291579723758311,0.841177675172373,0.42659964710562903,16290.385073737742
GS5,47656,53.12467474300001,-27.687366281,0.07639429636703625,0.08797471715374418,0.836991386431864,1.6843668127765699,13799.374879425406
GN3,35455,189.33207441,62.32866916999999,0.2059586465931771,0.15367238943375552,0.8165377454689601,0.5576697608683531,15460.38984932453
GN1,37614,189.34019404,62.357355156,0.2898237337119585,0.012746496554487067,0.815894649386853,0.498898702513766,16535.54026618731
GN7,16222,189.09088288,62.222271781,0.01598476153445646,0.2716736242669569,0.807882771562833,0.38890059164318597,13024.92464287173
GN7,17532,189.11340761,62.22841271299998,0.02530046661033371,0.20695928509623013,0.800606314057209,0.21077191945434298,13144.35198194448
GN3,32992,189.20270309,62.30974446300002,0.06026010973802118,0.045500481680715396,0.791519985676869,0.47802263587090604,13592.534606841431
GS4,24491,53.15178043698857,-27.79738718306406,0.01169850368233024,0.06174374122312129,0.7872781704313441,0.7344120002773279,12969.974817207474
GS2,43700,53.10537972,-27.70672337299999,0.06148726825672893,0.025559134501777974,0.78168370180898,0.44193199876093797,13608.266779051264
GN3,30727,189.28095568,62.29455529600001,0.1808592583596741,0.8634432695677758,0.76760971326885,0.571543559768377,15138.61569217102
GN3,31995,189.28676757,62.30500277200001,0.228540154006289,0.023004100885021344,0.756273844680539,0.972165442281165,15749.884774360626
GN2,17963,189.1534668,62.23099412800001,0.1970735463674067,0.11618127658698069,0.7543891906649489,0.40150890072397005,15346.482864430154
ERSPRIME,42502,53.06568401450761,-27.71184852348733,0.203935072018745,0.026204875422684237,0.748690146294504,0.447394265988508,15434.44762328031
GN5,30413,189.1439077601632,62.29326483598514,0.2837358934650138,0.03489806541229811,0.737501491155746,0.586886518789029,16457.494154221476
GN2,12818,189.25681911,62.20588843199999,0.1451335052324434,0.07136735594779739,0.725209697097808,0.478625099152566,14680.611537079923
GS4,20401,53.19222163699938,-27.81640305699441,0.1569386092417322,0.4595586287724252,0.717937775804294,1.5552478734622601,14831.952970479007
GN5,33722,189.1710427921483,62.31535816239312,0.300181765542348,0.018676586304510006,0.712938813178956,0.9621000903592619,16668.330234252902
ERSPRIME,44594,53.05261045,-27.702237217,0.2805605479145675,0.015474575166790707,0.698465237548652,2.00112678688645,16416.786224264753
GS3,37724,53.19829450400001,-27.734838828,0.2137777729068746,0.013260674066904496,0.689966734036713,0.42113802576829706,15560.631048666133
GN3,30291,189.21584993,62.293205394,0.01070680460708697,0.0032165404894789478,0.688587199786497,0.5445057584109521,12957.261235062857
GN2,23749,189.1930262008007,62.25880083516069,0.1059519466583897,1.2006172464082472,0.682675517796032,1.05085946004015,14178.303956160555
GN3,33496,189.21458868,62.313230835,0.1468784090685725,0.049940962036257655,0.6811162242740489,1.36899280699204,14702.981204259098
GN5,29999,189.161247420001,62.29060521700278,0.2008202136386656,0.2003253635868185,0.6710723264570421,0.41805198520603004,15394.515138847693
GS3,35390,53.17361845199999,-27.74685507000001,0.1436051713889649,0.19235754155134616,0.670427994933956,1.5061245140690398,14661.018297206529
GN3,31664,189.28219108,62.300279028,0.1251302428472227,0.18048078503435705,0.668271117704985,1.01700291488531,14424.169713301395
GN2,13765,189.19836654,62.21033735,0.01744141171220864,0.008929695721048138,0.666834256303529,0.435422498814031,13043.598898150514
GN5,27353,189.150612163404,62.27622940539478,0.03973659374423888,1.2055040077430086,0.6645640510933659,1.10079699632302,13329.423131801143
GN2,12056,189.19565726,62.20149332399998,0.08153096362539265,0.38858564321888034,0.661201177471788,1.54061646589104,13865.226953677535
GN5,32992,189.2027030898256,62.3097444628046,0.05660877880799556,0.18635753178744294,0.660552650074241,0.33874083485943,13545.724544318504
GN4,31995,189.28676757,62.30500277200002,0.2313140148227798,0.03590176314025426,0.657257823731438,1.33451880639704,15785.445670028035
GN7,22480,189.10156796,62.25242588799999,0.07139178873126578,0.016796385984803867,0.656605001698963,0.19057165611232502,13735.242731534829
GS2,44280,53.083227159,-27.703215805,0.08641585949877074,0.8202497404563425,0.655664529655176,0.621313969820925,13927.851318774241
GS5,44280,53.083227159,-27.703215805,0.08641585949877074,0.8202497404563425,0.655664529655176,0.621313969820925,13927.851318774241
GN7,14884,189.15500673,62.21554055299998,0.08674827618056215,0.5252641139504558,0.654364298305027,0.955577367439617,13932.112900634807
GS3,38861,53.142513058,-27.72881650600001,0.1128539811337564,0.05909638823654372,0.651289715375845,0.804607845983755,14266.788038134757
GS3,38512,53.18192946799999,-27.73137423799999,0.239242390451111,0.2886266804171707,0.646435395360284,0.608744998164846,15887.087445583242
GN4,32018,189.28464262,62.30251591,0.1931395394617797,7.657522128300826,0.6314988777410541,0.957520365580326,15296.048895900016
GN3,26910,189.27513561,62.273808635,0.2111103322623799,0.05398322361318743,0.627494359278757,0.683087619136882,15526.434459603712
GS1,46107,53.24580005399999,-27.69306066800002,0.02083631337334723,0.36967424411141914,0.61136832505192,1.4933886795297402,13087.12153744631
GN4,26910,189.27513561,62.273808635,0.2094951051830281,0.057803575748450665,0.608458817140085,0.6939068523808261,15505.72724844642
GS4,27267,53.19842690104299,-27.78486999945105,0.2690430015542928,0.014309511759980862,0.60798836748468,0.47433801882701,16269.131279926034
ERSPRIME,44831,53.04938884799999,-27.701235239,0.09751987522648196,0.034828630052188024,0.592593137437537,0.49084517697217395,14070.204800403497
GN2,23053,189.2102179401406,62.25470648807776,0.2647547173189761,0.1988790299741965,0.59070656124611,0.898868284893111,16214.155476029275
GN7,19237,189.1142449,62.236526478,0.09661693625224288,0.2323256239742151,0.583110989318059,0.6091608481534201,14058.629122753753
GS4,30658,53.147227082,-27.77146670899998,0.2771097000927815,0.01067572196490899,0.5807097805336721,0.23270921643646203,16372.546355189459
GS5,38811,53.10904772375905,-27.72973333720138,0.2021344254026895,0.08072891945873174,0.570244802526751,2.45935827722027,15411.36333366248
GN1,37192,189.31083539,62.34790714000001,0.2883361678695079,0.4620760021557471,0.566171792350099,0.44418128244430305,16516.46967208709
GS4,27473,53.12233676099999,-27.784166645,0.1655476841821539,0.08226358674666973,0.547158496069669,0.564391308575397,14942.321311215213
GS5,43700,53.10537972,-27.706723373,0.06831964053603964,2.405244815222589,0.539859849610157,0.329761215894536,13695.857791672028
ERSPRIME,42386,53.05810071355611,-27.71223418229566,0.06040316019654057,1.0773394200895505,0.514784678758463,1.11678104875952,13594.368513719648
GS3,37685,53.195835393,-27.735469025,0.2092291494261787,0.07382084152665495,0.506679622475856,0.699562085318591,15502.317695643611
GN2,18136,189.14444603,62.23161353400002,0.01651377043026393,0.09257481640367352,0.497788517031135,0.413579031009418,13031.706536915985
GS4,23425,53.19650318799999,-27.80049741299999,0.1971015352683793,0.23262227384063822,0.49132111705097603,0.611324987505089,15346.841682140623
GN5,31639,189.20690214,62.30000853299998,0.1550016519890807,0.36862008506576865,0.490747682220037,0.428839211018559,14807.121178500014
GS3,48006,53.149363669,-27.68567183599999,0.2671263281767317,0.2635063937520568,0.489182771311575,0.696518145113173,16244.559527225701
GS3,45222,53.153247749,-27.699156247,0.07254109827069469,0.5629831676397753,0.481998781778068,0.637226010164968,13749.976879830305
GN3,35732,189.29086719,62.330890987,0.2510044522181065,5.952205009321441,0.47981241181531403,0.42515889399925805,16037.877077436126
GN2,24005,189.2070535600233,62.25952191200454,0.2181832470425671,0.059728365883956636,0.469438089007429,1.02383140292745,15617.10922708571
ERSPRIME,44446,53.055578766,-27.702920906,0.1456104331294218,0.011987495695937893,0.46869375223556103,1.0265921554928998,14686.725752719185
GN3,36370,189.22938098,62.337984216,0.3022461386869172,0.1905214291287456,0.463666723038162,1.0178980153091202,16694.79549796628
GN2,25080,189.2198001899987,62.26510114599107,0.2825026071897274,0.030955988333669148,0.45366844430917097,0.36569856392784406,16441.683424172305
ERSPRIME,39042,53.073889194,-27.727806431,0.09060087945146153,0.018553903911533054,0.45043351644097496,0.273910196990421,13981.503274567736
GN2,14649,189.25235101,62.214326943,0.0674093692826731,0.4154690214404367,0.448368558099715,0.396935015179634,13684.18811420387
GN2,19010,189.19367031,62.235458525,0.1341492248028418,0.01742131040360841,0.44811959298765003,0.5920637368159479,14539.793061972432
GS5,44400,53.116882597,-27.70359516500001,0.2447197828883754,0.01567602156108988,0.432752981201682,1.04534288657183,15957.307616628972
GN3,33722,189.17104279,62.31535816900001,0.2209716855883549,0.07664394299608071,0.432427054370972,0.8548963470700269,15652.85700924271
GS2,42160,53.100185909,-27.71323588,0.2535868739993593,0.6971288075460578,0.423563736140481,0.590356639814698,16070.983724671787
GN5,31273,189.19269005,62.297883862,0.03267350931957687,0.9762718009802327,0.419006502448843,0.683205947602358,13238.874389476976
GN3,31904,189.27950379,62.30204436899998,0.07038575970266991,0.09798591282739164,0.41255053063385905,0.514300660753176,13722.34543938823
GS4,27535,53.17032351500001,-27.78526213799999,0.2765414173313187,0.006441936523782456,0.404378262357443,0.363114032402235,16365.260970187506
GS3,33042,53.13310297800124,-27.75870335399942,0.01541584065547891,0.20823272327522482,0.40411848217181695,0.565306813788365,13017.631077203241
GS3,37183,53.16029892399948,-27.7377943160002,0.2043371585718277,0.0560331683139702,0.397107559591207,2.1333489692579,15439.602372890831
GS4,27629,53.15050986562146,-27.78386752930287,0.2300168033056322,0.13815597078864447,0.393347405285554,0.397195083773047,15768.815418378204
GN2,20873,189.18855273,62.244942059,0.06328961169719646,0.4363595370929047,0.387030790772893,0.365072856076614,13631.372821958057
GN4,31904,189.27950379,62.302044369,0.06596155158782767,0.03383007580591206,0.38445412528731904,0.512181012742703,13665.62709135595
GN7,20148,189.13034825,62.24134903599999,0.2734812308163396,1.02975610895283,0.382150053148728,0.20261192026878602,16326.029379065474
GS2,42110,53.107881358,-27.71364211,0.2711057990421085,0.20272940740210477,0.37445499320347203,0.800950747915809,16295.57634371983
GN4,24630,189.3260212920162,62.26282421624416,0.1390298937826203,0.006312097563570223,0.36488327695414097,0.45123781747097,14602.363238293192
GN7,17170,189.10745819,62.226891661,0.02113462637857161,0.09499875136727774,0.363330267342727,0.161755704048351,13090.945910173288
GN7,23960,189.12776569,62.25975805500002,0.1670208982579572,1.5537322170753969,0.35417386965660297,0.656961254433011,14961.207915667013
GS3,34418,53.150246327,-27.75224185000001,0.1501037307880791,0.009334625117179552,0.35210315258256397,0.389448268589924,14744.329828703174
GN2,11964,189.27042813,62.20138025799999,0.2152448070460732,0.47616180466088454,0.351983270418883,1.7276174390721701,15579.43842633066
GS2,46394,53.121747193,-27.693347107,0.09274330546217699,0.07041892381821815,0.346391696044327,0.132924166309453,14008.969176025108
ERSPRIME,43429,53.046828295,-27.707255144,0.09075215646604452,0.054796671405826045,0.345380622488021,0.54631250236707,13983.442645894691
GS3,37545,53.19731246599999,-27.736315158,0.08912914385205653,0.3474632136457164,0.334174513274813,0.387822256207983,13962.635624183364
GS4,27148,53.13119870500001,-27.785195603,0.05026149093648374,0.43135797779197327,0.329142831483447,1.22891623232203,13464.352313805723
GS2,44810,53.118525955,-27.701049018,0.08505131990877525,0.01471979073317691,0.317663861238968,0.40419719728724396,13910.3579212305
GS4,26559,53.14984075026587,-27.78744274151697,0.2443045496376177,0.004182717125030824,0.316070806601133,0.20509634448303,15951.984326354259
GN1,37096,189.2864307,62.346459905,0.0553439682558913,0.1186111183396817,0.303439696365974,0.48535066927430903,13529.509673040528
GN1,37966,189.3062176,62.369608306,0.1546590106557125,0.21782543302884705,0.286139370384282,1.12273998572035,14802.728516606234
GS1,47860,53.24882882699999,-27.68596355999999,0.1648367515195432,0.16490962238449627,0.27989774157458003,0.9429856266398611,14933.207154480544
GS4,23108,53.18603599600002,-27.80216005499999,0.2272594239966357,0.04993784420406216,0.27544004465954897,0.602702969596589,15733.46581563687
GS4,27624,53.123760515,-27.78341839200001,0.1911961189033761,0.1162799452635172,0.251253871443885,0.45613453200628895,15271.134244341283
GS4,21946,53.13102735300115,-27.80842367900077,0.2561877861759279,0.031437511209159746,0.24122587911319698,0.715898155042841,16104.327418775396
GN4,20421,189.28208931,62.24241557599999,0.1414777982918077,0.24345753318874291,0.239895158463437,0.645994481671732,14633.745374100974
GS2,45222,53.15324774900002,-27.69915624700001,0.2629280642235816,0.11465486087459659,0.233018316486611,0.33593656975180797,16190.737783346316
GS4,26881,53.18077776300719,-27.7862553600029,0.155956230648385,0.024785047075592835,0.229275116708202,0.308107112312888,14819.358876912296
GN4,21733,189.3135279594654,62.24936125189139,0.0896689378940608,0.3228596612523728,0.2292135200887,0.35912493583991,13969.555783801858
GS2,48006,53.14936366900002,-27.68567183599999,0.2627276424465652,0.008334172594768707,0.218244647019604,0.534042548211347,16188.168376164966
GN5,34312,189.1918718583721,62.3195276721834,0.2996299735017465,0.0027404221330914963,0.197887768005301,1.10035566764653,16661.25626029239
GN4,20016,189.3234718517331,62.24049618322338,0.219260904325483,0.27631926880635826,0.196271645065935,0.866485396589496,15630.924793452692
GS3,41897,53.172326186,-27.71516901,0.1557599203364509,0.050782821796239906,0.18992053707586498,0.981707032835258,14816.8421787133
GN3,36068,189.27966552,62.33467679499999,0.1867206957855508,0.33509420170858983,0.17719473726614599,1.33163483997064,15213.75931997076
GN4,30116,189.30026075,62.29127842599999,0.2666216253459486,0.06864020264439187,0.170569084449287,0.50014212736689,16238.08923693506
GN3,35017,189.25201456,62.325148151,0.2286542678088557,0.01967565121301756,0.167858532640631,1.5347182634235599,15751.34771330953
GS3,33559,53.13349834700093,-27.75663433799962,0.3215122609907304,0.04508552932159252,0.162230268864042,3.53109771367571,16941.787185901165
GN7,19794,189.12337231,62.23907680399999,0.07067629542945446,0.0443177536390675,0.15985073283349002,0.196007827881788,13726.070107405605
ERSPRIME,45267,53.05000607200001,-27.698701247,0.08957817705377888,0.03451934299540546,0.157012060129144,0.57714120166268,13968.392229829446
GN2,16080,189.23962658,62.22134484399998,0.1917005160238804,0.35032613009162755,0.144200474818654,0.383409651104496,15277.600615426149
GS3,36127,53.171538657,-27.743343628,0.2395010181271008,0.06778005214088946,0.137545136117058,0.833714517167334,15890.403052389434
GS3,37170,53.175845991,-27.737658816,0.09428627887761634,2.9796319743703874,0.11719736407764099,0.36318950775284703,14028.750095211042
GN4,23274,189.3659305115426,62.25639609777537,0.2349993711851456,0.22321473551825768,0.11589411104566401,0.6781384136390359,15832.691938593567
GN7,13393,189.16575574,62.20792911600002,0.1024023915650504,0.3508229436495737,0.112772514404411,1.07021631728355,14132.798659863947
GS5,41160,53.13080393663757,-27.71771106635111,0.07245058263313453,0.04160171833439642,0.10116923096302001,0.439209533196578,13748.816469356785
GS3,36686,53.18894819,-27.74082643699998,0.09038286314039157,0.019794807592583365,0.0999398664546878,0.393821043529678,13978.70830545982
GN5,31929,189.1403955,62.30182075099999,0.08319244824805651,0.2588119810423103,0.064267168391723,0.3100922083342,13886.527186540086
GS5,38436,53.12879788300532,-27.73141055168471,0.2780014318345633,0.13554467958215252,0.060947200908536905,0.110986190464947,16383.978356119103
GN3,30796,189.23421974,62.29525272199999,0.3181355930749568,0.0016278730244874283,0.058130232219176604,2.9682422684409797,16898.498303220946
GS4,22252,53.16220584299845,-27.80544693500151,0.2793916002791932,0.008053675217020778,0.0573197491884652,1.09343057016049,16401.800315579258
GS2,46900,53.11970920500001,-27.6909033,0.2657190246197054,0.03992217618237288,0.046713999035022595,0.8943386156094429,16226.517895624624
GS3,36298,53.191619736,-27.742728323,0.2629558983944273,0.01085377780671864,0.0440465240793461,0.342220194545165,16191.094617416558
GS3,36509,53.15323029299999,-27.74153995700001,0.09197088132511484,3.1895812347349244,0.0232841446412383,0.443733619356434,13999.06669858797
GN3,33739,189.31935597,62.31458624499999,0.1635908860556408,0.1754286921522383,0.0207472271454107,0.525840903042604,14917.235159233314
GS5,37494,53.12871072116392,-27.73636010302241,0.1792200670293284,0.1472583188310924,0.012779621092069602,0.5187918731596051,15117.60125931599
GS4,29169,53.16792740997968,-27.7780665760014,0.2035365728046612,0.058551765186999484,0.0013757470809489599,0.488967577457047,15429.338863355757
