# field ID pabflux haflux hbflux
GN1  37683  5.99E-17  1.05E-15  4.06E-16
GN2  19221  2.70E-16  4.75E-15  1.41E-15
GN2  15610  4.18E-16  7.36E-15  6.57E-15
GN2  18157  8.51E-17  1.50E-15  4.53E-16
GN3  34456  1.49E-14  2.61E-13  5.25E-13
GN3  34157  1.97E-15  3.47E-14  5.32E-14
GN3  33511  1.79E-16  3.14E-15  3.24E-15
GN3  34368  6.72E-17  1.18E-15  4.12E-16
GN3  35455  5.94E-18  1.05E-16  1.74E-17
GN4  24611  1.53E-16  2.69E-15  1.46E-15
GN5  33249  1.44E-16  2.53E-15  6.30E-15
