FIELD,ID,td_lmass,PAB_SFR_EX2,PAB_SFR_EX2_LIMIT,PAB_SFR_EX2_LIMIT_RAND,ir_UV_beta,PAB_SFR_EXCESS_LIMIT_RAND,MASS_BINS,ROLL_STD,ROLL_MAD,EXCESS_DIS_FIT,ROLL_MAD_FIT,ROLL_MAD_FIT_R,ROLL_MAD_FIT_TOP,ROLL_MAD_FIT_BOT,EXCESS_DIS_FIT_BETA_NEG
,33496,7.51,,0.24332243298399625,-0.7211804927138115,-1.9728,-0.7211804927138115,8,0.9861385804148057,0.8205055019492028,-0.7791166676595798,1.0004805281923659,-0.9425443532465976,0.33997944942269887,-1.2716511561564123,-0.2553446393469547
,23054,7.53,,0.4947383539378569,0.5490193464301873,-1.1609,0.5490193464301873,8,0.7221849910775652,0.7823480991398908,0.49749123633716086,0.9940724633396242,-0.9425443532465977,0.34392204919914526,-1.267708556379966,1.0109126000205977
,20818,7.54,,0.7806347265493383,0.7529133382017872,-1.6712,0.7529133382017872,9,0.7200363824008832,0.7662796943753691,0.7045892605351314,0.9450345760606581,-0.8967104983940023,0.370292421497609,-1.2901363289019834,1.2128352919039744
,35536,7.56,,-0.3108247142767864,-0.5624548596872243,-1.1523,-0.5624548596872243,9,0.9132556057931206,0.7662796943753691,-0.6043708725011387,0.9307346079932823,-0.8888185951793679,0.3498359488638145,-1.2617946567152967,-0.10647550576148324
,31639,7.59,,0.29814223150003816,-0.4195220023795505,-1.6712,-0.4195220023795505,9,0.9382607655681098,0.7662796943753691,-0.45182591791435245,0.8901621253328322,-0.8578582097980303,0.342079819309387,-1.2422107278315302,0.030543451881521078
,31639,7.59,,0.2083934819661346,0.19762494601877112,-1.6712,0.19762494601877112,9,0.7509484223586836,0.7569893012791186,0.16532103048396918,0.858907438118018,-0.826603522583216,0.342079819309387,-1.2422107278315302,0.6476904002798427
,33175,7.6,,0.25104189352796924,0.34958882044861683,-1.822,0.34958882044861683,9,0.7538910072303014,0.7569893012791186,0.3204889373401856,0.8409750662948132,-0.811875183186382,0.3496759667227253,-1.2458642754684224,0.7976829748214653
,35017,7.6,,0.635161152274905,-0.16320009714958306,-1.663,-0.16320009714958306,9,0.699235879998077,0.7569893012791186,-0.1922999802580143,0.8409750662948132,-0.811875183186382,0.3496759667227253,-1.2458642754684224,0.28489405722326544
,33175,7.6,,0.25960535462054013,-0.0698275892871858,-1.822,-0.0698275892871858,9,0.6491160024976025,0.7569893012791186,-0.09892747239561706,0.8081818704057682,-0.7790819872973369,0.3496759667227253,-1.2458642754684224,0.3782665650856627
,36127,7.61,,0.826841297357823,-0.4058548654907319,-1.6271,-0.4058548654907319,9,0.8251807705733604,0.7370469154577993,-0.43175071617279204,0.804977837979397,-0.7790819872973369,0.345935272811725,-1.2381809817809755,0.04026798899389328
,27624,7.62,,0.008745108330029394,-0.4128512664561612,-1.9494,-0.4128512664561612,10,0.8020019366636015,0.6987018853564022,-0.43554308471185066,0.7949253678028634,-0.7722335495471739,0.3361365891451591,-1.2244396983379633,0.031300288140240884
,33739,7.62,,-0.5711197043309735,-0.6405059186619635,-1.347,-0.6405059186619635,10,0.779395556874004,0.6583645983304782,-0.6631977369176529,0.7949253678028634,-0.7722335495471739,0.3361365891451591,-1.2244396983379633,-0.1963543640655614
,27629,7.64,,0.2578826322957417,0.37765543009848046,-1.803,0.37765543009848046,10,0.7620953445911853,0.6014803891745939,0.3613716766955324,0.788517302950122,-0.7722335495471739,0.3400791889216055,-1.220497098561517,0.8178643849184362
,32713,7.64,,1.4550655149916083,1.3975594466835717,-0.4144,1.3975594466835717,10,0.8416361316826378,0.6014803891745939,1.3812756932806236,0.788517302950122,-0.7722335495471739,0.3400791889216055,-1.220497098561517,1.8377684015035274
,32713,7.64,,1.5161191442140507,1.1143844155243046,-0.4144,1.1143844155243046,10,0.8825423424921032,0.6014803891745939,1.0981006621213565,0.795365740700285,-0.7790819872973369,0.3400791889216055,-1.220497098561517,1.5545933703442603
,24641,7.65,,0.22340541826865024,0.3943900070060049,-1.0839,0.3943900070060049,10,0.8826219134396281,0.5557371030587058,0.3813102860294275,0.7853479508859942,-0.7722682299094168,0.3420504888098286,-1.2185257986732938,0.8326276619377375
,37614,7.65,,-0.4924080511711433,-0.6427301723678875,-1.5662,-0.6427301723678875,10,0.9261655787621227,0.5557371030587058,-0.6558098933444649,0.7853479508859942,-0.7722682299094168,0.3420504888098286,-1.2185257986732938,-0.20449251743615493
GN5,33249,7.67,0.8101161610355652,,,-1.9463,0.8101161610355652,11,0.8970887861702659,0.6014803891745939,0.8034445049117296,0.7979522424094903,-0.7912805862856547,0.345993088586275,-1.2145831988968474,1.2444112161908514
,14701,7.67,,0.7061676231868292,0.49160002957800253,-0.7482,0.49160002957800253,11,0.8784200403651217,0.6014803891745939,0.48492837345416695,0.7789398860332524,-0.7722682299094168,0.35161793611139014,-1.2202080464219627,0.9258950847332887
,33249,7.67,,0.17753941506577942,-0.056483295791545096,-1.9463,-0.056483295791545096,11,0.8999488565262376,0.5557371030587058,-0.06315495191538067,0.7789398860332524,-0.7722682299094168,0.3297086554455654,-1.198298765756138,0.3778117593637411
,33249,7.67,,-0.028192353467617615,0.23552245441499675,-1.9463,0.23552245441499675,11,0.905709856050465,0.5203096880040949,0.22885079829116117,0.7521170187400721,-0.7454453626162365,0.2775459063747632,-1.1461360166853356,0.669817509570283
,33249,7.67,,0.21573941568431731,-0.14012751430218717,-1.9463,-0.14012751430218717,11,0.840586310841069,0.47991584414058297,-0.14679917042602275,0.7521170187400721,-0.7454453626162365,0.22815431557194465,-1.096744425882517,0.29416754085309904
,33249,7.67,,-0.06639235408614841,-0.20951016401603173,-1.9463,-0.20951016401603173,11,0.7605271365118133,0.45586593701620776,-0.2161818201398673,0.7217017529280109,-0.7150300968041753,0.21709076092672452,-1.085680871237297,0.22478489113925448
,25995,7.68,,-1.7785225065859769,-6.789007211676845,-1.9463,-6.789007211676845,12,2.429096759072558,0.45586593701620776,-6.79247483537431,0.7489129863137014,-0.7454453626162365,0.2190620608149476,-1.0837095713490739,-6.356683456409781
,34312,7.68,,0.42495291099675847,0.005275578333709285,-2.0451,0.005275578333709285,12,2.381112356996478,0.4315111088544013,0.001807954636244391,0.7184977205016402,-0.7150300968041753,0.20326404331928916,-1.0679115538534154,0.4375993336007724
,34312,7.68,,0.4028286299850594,0.42020590845184125,-2.0451,0.42020590845184125,12,2.2774339965488424,0.4198639554156959,0.41673828475437635,0.687361122423857,-0.6838934987263922,0.20326404331928916,-1.0679115538534154,0.8525296637189044
,34312,7.68,,0.5570724135289071,0.7971120664084099,-2.0451,0.7971120664084099,12,2.2596846524309595,0.4318530618905467,0.793644442710945,0.687361122423857,-0.6838934987263922,0.2190620608149476,-1.0837095713490739,1.229435821675473
,34312,7.68,,0.5349481325172152,0.6831484596516264,-2.0451,0.6831484596516264,12,2.2522022859716286,0.45586593701620776,0.6796808359541615,0.6749069101333721,-0.6714392864359072,0.23012561546016774,-1.094773125994294,1.1154722149186895
GN3,35455,7.69,-0.48882969327664405,,,-0.9712,-0.48882969327664405,12,2.227562197246019,0.47853067598990373,-0.48909328454773826,0.6717028777070014,-0.6714392864359072,0.23209691534839105,-1.0928018261060708,-0.058477237897804235
,35455,7.69,,-0.6544288627040888,-0.5996938539994705,-0.9712,-0.5996938539994705,12,2.2206871997380015,0.4902148614273233,-0.5999574452705647,0.6597674064021531,-0.6595038151310589,0.22103336070317092,-1.0817382714608506,-0.1693413986206307
,30727,7.7,,0.3734146948119774,0.28782178918520906,-2.115,0.28782178918520906,12,2.2229564780889244,0.4902148614273233,0.29076223034048554,0.6565633739757825,-0.6595038151310589,0.23406821523661414,-1.0908305262178475,0.7162029446758258
,30727,7.7,,0.387333668565468,1.0010373209545025,-2.115,1.0010373209545025,12,2.2779889107809757,0.4902148614273233,1.003977762109779,0.6565633739757825,-0.6595038151310589,0.26462907163243765,-1.121391382613671,1.4294184764451192
,30727,7.7,,0.34975632595352146,0.04648450113610658,-2.115,0.04648450113610658,12,2.2829148514224293,0.4902148614273233,0.049424942291383056,0.6565633739757825,-0.6595038151310589,0.23406821523661414,-1.0908305262178475,0.4748656566267233
,30727,7.7,,0.410992037423924,0.5961828513859262,-2.115,0.5961828513859262,12,0.5337726859581626,0.4902148614273233,0.5991232925412027,0.6271499417675254,-0.6300903829228018,0.26462907163243765,-1.121391382613671,1.024564006876543
,20623,7.71,,-2.1771432107019573,-2.6671614459766113,-1.142,-2.6671614459766113,13,1.0766676701790894,0.5203096880040949,-2.661016972394964,0.6533593415494118,-0.6595038151310589,0.30862382348042716,-1.1614435346852146,-2.2407515903742175
,47951,7.72,,0.28233512736148203,-0.3166537887526202,-1.8035,-0.3166537887526202,13,1.0704913454926737,0.4902148614273233,-0.30730528274460234,0.620741876914784,-0.6300903829228018,0.2685716714088838,-1.1174487828372248,0.10778476696155037
,24915,7.75,,-1.3734643953178831,-1.075518878344654,-1.514,-1.075518878344654,13,1.0665025960778232,0.5203096880040949,-1.0565582750575238,0.6111297796356715,-0.6300903829228018,0.2744855710735533,-1.1115348831725553,-0.656994222295153
,26696,7.86,,-0.5544111947017856,-1.731661333784807,-1.8391,-1.731661333784807,13,1.5667091870814513,0.5203096880040949,-1.6774563738075978,0.5479591989086425,-0.6021641588858517,0.29616986984400817,-1.0898505844021007,-1.3348209765057608
GS4,26696,7.86,0.14321083984486166,,,-1.8391,0.14321083984486166,13,1.654336775024099,0.4902148614273233,0.19741579982207086,0.5479591989086425,-0.6021641588858517,0.2665655086536718,-1.0602462232117642,0.5400511971239079
,32625,7.92,,0.59296370225637,0.21981393835052676,-1.1609,0.21981393835052676,14,1.6621811958570787,0.4661649543029481,0.29324309288596007,0.5261112143704504,-0.5995403689058837,0.27839330798301054,-1.0484184238824255,0.6048264963002342
,34682,7.93,,0.8139286871624796,-1.622650663313487,-0.0253,-1.622650663313487,14,1.7012904830516489,0.4902148614273233,-1.546017476351683,0.5229071819440797,-0.5995403689058837,0.28036460787123385,-1.0464471239942021,-1.2396094052520028
,22913,7.93,,-0.28752738529814903,-0.7897445983543829,-1.3735,-0.7897445983543829,14,1.3695097015762216,0.4902148614273233,-0.7131114113925789,0.5512504823457108,-0.6278836693075148,0.27299646902818175,-1.03907898515115,-0.4067033402928988
,27535,7.94,,-0.3088766807757062,-0.07484878285519381,-1.218,-0.07484878285519381,14,1.3644855349816682,0.4902148614273233,0.004988436532981311,0.5480464499193397,-0.6278836693075148,0.27496776891640484,-1.037107685262927,0.30622117531806725
GS4,27535,7.94,-0.26213191142014347,,,-1.218,-0.26213191142014347,14,1.3668811313824252,0.4661649543029481,-0.18229469203196835,0.5480464499193397,-0.6278836693075148,0.2703158579087497,-1.0324557742552718,0.11893804675311759
,29169,7.95,,0.02588683672060954,0.03433757673679638,-1.1656,0.03433757673679638,14,1.3202224403836769,0.45451780086424265,0.11737882855134218,0.544842417492969,-0.6278836693075148,0.272287157796973,-1.0304844743670485,0.41343623502183413
,17713,7.95,,0.8167736094310136,0.39868486774995304,-1.9119,0.39868486774995304,14,1.1690972861096889,0.4198639554156959,0.48172611956449884,0.544842417492969,-0.6278836693075148,0.272287157796973,-1.0304844743670485,0.7777835260349908
,15255,7.96,,-1.8168132765532896,-2.4800829059903284,-1.3974,-2.4800829059903284,15,1.206968412295855,0.45451780086424265,-2.393837621749412,0.5416383850665983,-0.6278836693075148,0.27891036869285124,-1.0331650854864805,-2.1029555475935138
,27549,7.96,,-0.7159806367992041,-0.9134262991799553,-1.785,-0.9134262991799553,15,1.2155719617231138,0.45451780086424265,-0.8271810149390388,0.5732585308901424,-0.6595038151310589,0.2742584576851961,-1.0285131744788254,-0.5362989407831407
GS4,27549,7.96,0.413503569630199,,,-1.785,0.413503569630199,15,1.227133775087425,0.45451780086424265,0.4997488538711155,0.5732585308901424,-0.6595038151310589,0.2752149528906832,-1.0294696696843126,0.7906309280270136
,15255,7.96,,0.6223941909445265,0.6918889418360699,-1.3974,0.6918889418360699,15,1.1732871171621457,0.45451780086424265,0.7781342260769863,0.5815000804083967,-0.6677453646493132,0.2752149528906832,-1.0294696696843126,1.0690163002328845
,39972,7.99,,1.6190473288024156,1.7603461442244699,-0.4144,1.7603461442244699,15,1.5510591361603248,0.45451780086424265,1.8562035257444989,0.6234337907128701,-0.7192911722328991,0.2921924072005728,-1.0346193246648632,2.131559602956615
,24491,7.99,,-2.1862681636718966,-2.0993998778721012,-1.3974,-2.0993998778721012,15,1.7772455315906592,0.45451780086424265,-2.0035424963520723,0.6559451980550738,-0.7518025795751028,0.2921924072005728,-1.0346193246648632,-1.728186419139956
,38727,8.02,,0.4857754422251992,0.48305738377041707,-1.6345,0.48305738377041707,16,1.7771832735390793,0.45163164611112916,0.5885268625695581,0.6401533399356416,-0.7456228187347826,0.2981063068652421,-1.028705425000194,0.848356942837893
,16797,8.02,,1.6310214798563134,1.1429711537179426,-1.0685,1.1429711537179426,16,1.4513461965665337,0.45163164611112916,1.2484406325170836,0.6401533399356416,-0.7456228187347826,0.32771066805557847,-1.0583097861905304,1.5082707127854185
,30413,8.08,,-0.16745324758353775,0.009053841910819926,-1.1269,0.009053841910819926,16,1.3507534726584591,0.45163164611112916,0.13374751526818596,0.5423496241179079,-0.6670432974752739,0.33953846738491766,-1.046481986861191,0.36252560164895664
,26767,8.09,,0.9128589060447945,0.42608108001815537,-2.2202,0.42608108001815537,16,1.3584088298997803,0.4545692318942862,0.5539787858018921,0.4992838963497388,-0.6271816021334755,0.39539178242203377,-1.0983927021218611,0.777581539868069
,26767,8.09,,0.6356490969153563,0.9453480325632222,-2.2202,0.9453480325632222,16,1.284724697988675,0.48594353852353056,1.073245738346959,0.4992838963497388,-0.6271816021334755,0.39539178242203377,-1.0983927021218611,1.2968484924131358
,26767,8.09,,0.8939203010107002,-0.44091610187642005,-2.2202,-0.44091610187642005,16,1.1766980718334352,0.48594353852353056,-0.31301839609268334,0.4992838963497388,-0.6271816021334755,0.39539178242203377,-1.0983927021218611,-0.08941564202650643
,26767,8.09,,0.616710491881262,0.44773232631457716,-2.2202,0.44773232631457716,16,1.0419852766042446,0.48594353852353056,0.5756300320983139,0.4992838963497388,-0.6271816021334755,0.42618207310161627,-1.1291829928014434,0.7992327861644908
,36009,8.18,,0.13927096374221182,0.5517810478337057,-0.545,0.5517810478337057,17,0.7425437104120377,0.4902148614273233,0.7085150454547791,0.5239635899034032,-0.6806975875244765,0.4504484661750968,-1.1179659878869077,0.8855398086896111
